ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
5125;RALN;EQ;EQ;EQ;EQ;O;1
5125;RALN;IR;IR;IR;IR;O;2
5125;RALN;OE;OE;OE;OE;O;0
5125;RALN;OP;OP;OP;OP;O;0
5126;RALN;EQ;EQ;EQ;EQ;O;1
5126;RALN;IR;IR;IR;IR;O;0
5126;RALN;OE;OE;OE;OE;O;0
5126;RALN;OP;OP;OP;OP;O;0
5127;RALN;EQ;EQ;EQ;EQ;O;7
5127;RALN;IR;IR;IR;IR;O;15
5127;RALN;OE;OE;OE;OE;O;3
5127;RALN;OP;0OP000;OE;0OEESP;V;1
5127;RALN;OP;OP;OP;OP;O;1
5130;RALN;EQ;EQ;EQ;EQ;O;1
5130;RALN;IR;IR;IR;IR;O;1
5130;RALN;OE;OE;OE;OE;O;1
5130;RALN;OP;OP;OP;OP;O;0
5131;RALN;EQ;0FZEQF;DF;0D0095;V;1
5131;RALN;EQ;EQ;EQ;EQ;O;0
5131;RALN;IR;0IR000;EQ;0FZEQF;V;1
5131;RALN;IR;IR;IR;IR;O;0
5131;RALN;OE;0OEESP;IR;0IR000;V;2
5131;RALN;OE;OE;OE;OE;O;0
5131;RALN;OP;OP;OP;OP;O;0
5131;RALN;RU;0D0I95;EQ;0FZEQF;V;1
5131;RALN;DI;0D0164;DG;0D0097;V;1
5132;RALN;EQ;EQ;EQ;EQ;O;0
5132;RALN;IR;IR;IR;IR;O;1
5132;RALN;OE;OE;OE;OE;O;0
5132;RALN;OP;OP;OP;OP;O;1
5136;RALN;EQ;EQ;EQ;EQ;O;2
5136;RALN;IR;IR;IR;IR;O;3
5136;RALN;OE;OE;OE;OE;O;5
5136;RALN;OP;OP;OP;OP;O;0
5141;RALN;EQ;EQ;EQ;EQ;O;0
5141;RALN;IR;IR;IR;IR;O;1
5141;RALN;OE;OE;OE;OE;O;1
5141;RALN;OP;OP;OP;OP;O;0
5146;RALN;EQ;EQ;EQ;EQ;O;1
5146;RALN;IR;0IR000;EQ;0FZEQF;V;1
5146;RALN;IR;IR;IR;IR;O;0
5146;RALN;OE;OE;OE;OE;O;0
5146;RALN;OP;OP;OP;OP;O;0
5151;RALN;EQ;EQ;EQ;EQ;O;0
5151;RALN;IR;IR;IR;IR;O;1
5151;RALN;OE;OE;OE;OE;O;1
5151;RALN;OP;0OP000;OE;0OEESP;V;1
5151;RALN;OP;OP;OP;OP;O;0
5154;RALN;EQ;EQ;EQ;EQ;O;0
5154;RALN;IR;0IR000;EQ;0FZEQF;V;1
5154;RALN;IR;IR;IR;IR;O;1
5154;RALN;OE;OE;OE;OE;O;0
5154;RALN;OP;OP;OP;OP;O;0
5155;RALN;EQ;EQ;EQ;EQ;O;1
5155;RALN;IR;IR;IR;IR;O;3
5155;RALN;OE;OE;OE;OE;O;1
5155;RALN;OP;OP;OP;OP;O;0
5158;RALN;EQ;EQ;EQ;EQ;O;0
5158;RALN;IR;IR;IR;IR;O;2
5158;RALN;OE;OE;OE;OE;O;0
5158;RALN;OP;OP;OP;OP;O;0
5163;RALN;EQ;EQ;EQ;EQ;O;2
5163;RALN;IR;IR;IR;IR;O;4
5163;RALN;OE;OE;OE;OE;O;1
5163;RALN;OP;OP;OP;OP;O;0
5170;RALN;EQ;0FZEQF;DI;0D0165;V;13
5170;RALN;EQ;EQ;EQ;EQ;O;0
5170;RALN;IR;IR;IR;IR;O;0
5170;RALN;OE;OE;OE;OE;O;0
5170;RALN;OP;OP;OP;OP;O;0
5173;RALN;EQ;EQ;EQ;EQ;O;0
5173;RALN;IR;IR;IR;IR;O;0
5173;RALN;OE;0OEESP;IR;0IR000;V;2
5173;RALN;OE;OE;OE;OE;O;0
5173;RALN;OP;OP;OP;OP;O;0
5176;RALN;EQ;EQ;EQ;EQ;O;0
5176;RALN;IR;IR;IR;IR;O;1
5176;RALN;OE;OE;OE;OE;O;0
5176;RALN;OP;OP;OP;OP;O;0
5178;RALN;EQ;EQ;EQ;EQ;O;0
5178;RALN;IR;0IR000;OE;0OEESP;V;2
5178;RALN;IR;IR;IR;IR;O;0
5178;RALN;OE;0OEESP;IR;0IR000;V;2
5178;RALN;OE;0OEESP;OP;0OP000;V;2
5178;RALN;OE;OE;OE;OE;O;0
5178;RALN;OP;0OP000;OE;0OEESP;V;2
5178;RALN;OP;OP;OP;OP;O;0
5179;RALN;EQ;EQ;EQ;EQ;O;0
5179;RALN;IR;IR;IR;IR;O;3
5179;RALN;OE;0OEESP;IR;0IR000;V;6
5179;RALN;OE;OE;OE;OE;O;5
5179;RALN;OP;OP;OP;OP;O;2
5182;RALN;EQ;EQ;EQ;EQ;O;3
5182;RALN;IR;IR;IR;IR;O;2
5182;RALN;OE;OE;OE;OE;O;0
5182;RALN;OP;OP;OP;OP;O;0
5184;RALN;EQ;EQ;EQ;EQ;O;0
5184;RALN;IR;0IR000;EQ;0FZEQF;V;1
5184;RALN;IR;IR;IR;IR;O;0
5184;RALN;OE;OE;OE;OE;O;0
5184;RALN;OP;OP;OP;OP;O;0
5191;RALN;EQ;EQ;EQ;EQ;O;1
5191;RALN;IR;IR;IR;IR;O;2
5191;RALN;OE;OE;OE;OE;O;1
5191;RALN;OP;OP;OP;OP;O;0
5193;RALN;EQ;EQ;EQ;EQ;O;0
5193;RALN;IR;0IR000;EQ;0FZEQF;V;1
5193;RALN;IR;IR;IR;IR;O;0
5193;RALN;OE;OE;OE;OE;O;0
5193;RALN;OP;OP;OP;OP;O;0
5194;RALN;EQ;EQ;EQ;EQ;O;0
5194;RALN;IR;0IR000;EQ;0FZEQF;V;1
5194;RALN;IR;IR;IR;IR;O;0
5194;RALN;OE;OE;OE;OE;O;0
5194;RALN;OP;0OP000;OE;0OEESP;V;1
5194;RALN;OP;OP;OP;OP;O;0
5201;RALN;EQ;EQ;EQ;EQ;O;0
5201;RALN;IR;0IR000;EQ;0FZEQF;V;1
5201;RALN;IR;IR;IR;IR;O;3
5201;RALN;OE;0OEESP;IR;0IR000;V;1
5201;RALN;OE;OE;OE;OE;O;3
5201;RALN;OP;OP;OP;OP;O;0
5203;RALN;EQ;EQ;EQ;EQ;O;0
5203;RALN;IR;IR;IR;IR;O;1
5203;RALN;OE;OE;OE;OE;O;0
5203;RALN;OP;OP;OP;OP;O;0
5209;RALN;EQ;EQ;EQ;EQ;O;0
5209;RALN;IR;0IR000;EQ;0FZEQF;V;3
5209;RALN;IR;IR;IR;IR;O;0
5209;RALN;OE;0OEESP;IR;0IR000;V;1
5209;RALN;OE;OE;OE;OE;O;0
5209;RALN;OP;OP;OP;OP;O;0
5214;RALN;EQ;EQ;EQ;EQ;O;0
5214;RALN;IR;IR;IR;IR;O;0
5214;RALN;OE;OE;OE;OE;O;0
5214;RALN;OP;OP;OP;OP;O;0
5215;RALN;EQ;EQ;EQ;EQ;O;1
5215;RALN;IR;0IR000;EQ;0FZEQF;V;2
5215;RALN;IR;IR;IR;IR;O;6
5215;RALN;OE;OE;OE;OE;O;2
5215;RALN;OP;OP;OP;OP;O;0
5217;RALN;EQ;EQ;EQ;EQ;O;0
5217;RALN;IR;IR;IR;IR;O;1
5217;RALN;OE;OE;OE;OE;O;1
5217;RALN;OP;OP;OP;OP;O;0
5222;RALN;EQ;0FZEQF;IR;0IR000;V;1
5222;RALN;EQ;EQ;EQ;EQ;O;0
5222;RALN;IR;IR;IR;IR;O;0
5222;RALN;OE;OE;OE;OE;O;0
5222;RALN;OP;0OP000;FP;0D0103;V;1
5222;RALN;OP;OP;OP;OP;O;0
5224;RALN;EQ;EQ;EQ;EQ;O;0
5224;RALN;IR;IR;IR;IR;O;0
5224;RALN;OE;0OEESP;IR;0IR000;V;1
5224;RALN;OE;OE;OE;OE;O;0
5224;RALN;OP;0OP000;OE;0OEESP;V;1
5224;RALN;OP;OP;OP;OP;O;0
5226;RALN;EQ;0FZEQF;DI;0D0165;V;2
5226;RALN;EQ;EQ;EQ;EQ;O;0
5226;RALN;IR;IR;IR;IR;O;0
5226;RALN;OE;OE;OE;OE;O;0
5226;RALN;OP;OP;OP;OP;O;0
5230;RALN;EQ;EQ;EQ;EQ;O;0
5230;RALN;IR;IR;IR;IR;O;2
5230;RALN;OE;OE;OE;OE;O;0
5230;RALN;OP;OP;OP;OP;O;0
5232;RALN;EQ;EQ;EQ;EQ;O;0
5232;RALN;IR;IR;IR;IR;O;1
5232;RALN;OE;OE;OE;OE;O;2
5232;RALN;OP;OP;OP;OP;O;0
5235;RALN;EQ;EQ;EQ;EQ;O;0
5235;RALN;IR;0IR000;EQ;0FZEQF;V;1
5235;RALN;IR;IR;IR;IR;O;0
5235;RALN;OE;OE;OE;OE;O;0
5235;RALN;OP;OP;OP;OP;O;0
5236;RALN;EQ;EQ;EQ;EQ;O;0
5236;RALN;IR;IR;IR;IR;O;0
5236;RALN;OE;OE;OE;OE;O;1
5236;RALN;OP;OP;OP;OP;O;0
5239;RALN;EQ;EQ;EQ;EQ;O;0
5239;RALN;IR;IR;IR;IR;O;2
5239;RALN;OE;OE;OE;OE;O;1
5239;RALN;OP;OP;OP;OP;O;0
5242;RALN;EQ;EQ;EQ;EQ;O;2
5242;RALN;IR;IR;IR;IR;O;3
5242;RALN;OE;OE;OE;OE;O;1
5242;RALN;OP;0OP000;OE;0OEESP;V;1
5242;RALN;OP;OP;OP;OP;O;0
5244;RALN;EQ;EQ;EQ;EQ;O;0
5244;RALN;IR;IR;IR;IR;O;1
5244;RALN;OE;OE;OE;OE;O;0
5244;RALN;OP;OP;OP;OP;O;0
5252;RALN;EQ;EQ;EQ;EQ;O;0
5252;RALN;IR;0IR000;EQ;0FZEQF;V;1
5252;RALN;IR;IR;IR;IR;O;0
5252;RALN;OE;0OEESP;IR;0IR000;V;1
5252;RALN;OE;OE;OE;OE;O;0
5252;RALN;OP;OP;OP;OP;O;0
5254;RALN;EQ;EQ;EQ;EQ;O;1
5254;RALN;IR;IR;IR;IR;O;0
5254;RALN;OE;OE;OE;OE;O;1
5254;RALN;OP;0OP000;OE;0OEESP;V;1
5254;RALN;OP;OP;OP;OP;O;0
5261;RALN;EQ;EQ;EQ;EQ;O;0
5261;RALN;IR;IR;IR;IR;O;1
5261;RALN;OE;OE;OE;OE;O;0
5261;RALN;OP;OP;OP;OP;O;0
5263;RALN;EQ;EQ;EQ;EQ;O;37
5263;RALN;IR;0IR000;EQ;0FZEQF;V;36
5263;RALN;IR;IR;IR;IR;O;90
5263;RALN;OE;0OEESP;IR;0IR000;V;10
5263;RALN;OE;OE;OE;OE;O;16
5263;RALN;OP;OP;OP;OP;O;2
5265;RALN;EQ;EQ;EQ;EQ;O;0
5265;RALN;IR;IR;IR;IR;O;3
5265;RALN;OE;OE;OE;OE;O;1
5265;RALN;OP;OP;OP;OP;O;0
5266;RALN;EQ;EQ;EQ;EQ;O;1
5266;RALN;IR;IR;IR;IR;O;0
5266;RALN;OE;OE;OE;OE;O;1
5266;RALN;OP;OP;OP;OP;O;1
5272;RALN;EQ;EQ;EQ;EQ;O;2
5272;RALN;IR;IR;IR;IR;O;2
5272;RALN;OE;OE;OE;OE;O;1
5272;RALN;OP;OP;OP;OP;O;0
5276;RALN;EQ;EQ;EQ;EQ;O;1
5276;RALN;IR;IR;IR;IR;O;0
5276;RALN;OE;OE;OE;OE;O;1
5276;RALN;OP;OP;OP;OP;O;0
5278;RALN;EQ;EQ;EQ;EQ;O;0
5278;RALN;IR;IR;IR;IR;O;0
5278;RALN;OE;OE;OE;OE;O;1
5278;RALN;OP;OP;OP;OP;O;0
5279;RALN;EQ;EQ;EQ;EQ;O;0
5279;RALN;IR;IR;IR;IR;O;1
5279;RALN;OE;OE;OE;OE;O;0
5279;RALN;OP;OP;OP;OP;O;0
5283;RALN;EQ;EQ;EQ;EQ;O;0
5283;RALN;IR;IR;IR;IR;O;2
5283;RALN;OE;OE;OE;OE;O;0
5283;RALN;OP;OP;OP;OP;O;0
5286;RALN;EQ;EQ;EQ;EQ;O;2
5286;RALN;IR;IR;IR;IR;O;7
5286;RALN;OE;OE;OE;OE;O;1
5286;RALN;OP;OP;OP;OP;O;0
5287;RALN;EQ;EQ;EQ;EQ;O;0
5287;RALN;IR;IR;IR;IR;O;0
5287;RALN;OE;0OEESP;IR;0IR000;V;1
5287;RALN;OE;OE;OE;OE;O;0
5287;RALN;OP;OP;OP;OP;O;0
5289;RALN;EQ;EQ;EQ;EQ;O;0
5289;RALN;IR;0IR000;EQ;0FZEQF;V;1
5289;RALN;IR;IR;IR;IR;O;0
5289;RALN;OE;OE;OE;OE;O;0
5289;RALN;OP;OP;OP;OP;O;0
5291;RALN;EQ;EQ;EQ;EQ;O;0
5291;RALN;IR;0IR000;FP;0D0485;V;1
5291;RALN;IR;IR;IR;IR;O;1
5291;RALN;OE;OE;OE;OE;O;0
5291;RALN;OP;OP;OP;OP;O;0
5292;RALN;EQ;EQ;EQ;EQ;O;4
5292;RALN;IR;IR;IR;IR;O;9
5292;RALN;OE;OE;OE;OE;O;3
5292;RALN;OP;OP;OP;OP;O;2
5296;RALN;EQ;EQ;EQ;EQ;O;0
5296;RALN;IR;IR;IR;IR;O;1
5296;RALN;OE;OE;OE;OE;O;0
5296;RALN;OP;OP;OP;OP;O;0
5302;RALN;EQ;EQ;EQ;EQ;O;1
5302;RALN;IR;IR;IR;IR;O;0
5302;RALN;OE;OE;OE;OE;O;0
5302;RALN;OP;OP;OP;OP;O;0
5303;RALN;EQ;EQ;EQ;EQ;O;0
5303;RALN;IR;IR;IR;IR;O;1
5303;RALN;OE;OE;OE;OE;O;7
5303;RALN;OP;OP;OP;OP;O;3
5310;RALN;EQ;EQ;EQ;EQ;O;0
5310;RALN;IR;0IR000;EQ;0FZEQF;V;1
5310;RALN;IR;IR;IR;IR;O;0
5310;RALN;OE;OE;OE;OE;O;0
5310;RALN;OP;OP;OP;OP;O;0
5321;RALN;EQ;EQ;EQ;EQ;O;0
5321;RALN;IR;IR;IR;IR;O;2
5321;RALN;OE;OE;OE;OE;O;0
5321;RALN;OP;OP;OP;OP;O;0
5325;RALN;EQ;EQ;EQ;EQ;O;0
5325;RALN;IR;IR;IR;IR;O;0
5325;RALN;OE;0OEESP;IR;0IR000;V;1
5325;RALN;OE;OE;OE;OE;O;0
5325;RALN;OP;OP;OP;OP;O;0
5328;RALN;EQ;EQ;EQ;EQ;O;1
5328;RALN;IR;IR;IR;IR;O;0
5328;RALN;OE;OE;OE;OE;O;0
5328;RALN;OP;OP;OP;OP;O;0
5340;RALN;EQ;EQ;EQ;EQ;O;0
5340;RALN;IR;0IR000;EQ;0FZEQF;V;12
5340;RALN;IR;IR;IR;IR;O;0
5340;RALN;OE;OE;OE;OE;O;0
5340;RALN;OP;OP;OP;OP;O;0
5341;RALN;EQ;EQ;EQ;EQ;O;0
5341;RALN;IR;IR;IR;IR;O;1
5341;RALN;OE;OE;OE;OE;O;0
5341;RALN;OP;OP;OP;OP;O;0
5350;RALN;EQ;EQ;EQ;EQ;O;1
5350;RALN;IR;IR;IR;IR;O;1
5350;RALN;OE;OE;OE;OE;O;1
5350;RALN;OP;OP;OP;OP;O;0
5353;RALN;EQ;EQ;EQ;EQ;O;0
5353;RALN;IR;IR;IR;IR;O;1
5353;RALN;OE;OE;OE;OE;O;1
5353;RALN;OP;OP;OP;OP;O;0
5360;RALN;EQ;EQ;EQ;EQ;O;0
5360;RALN;IR;IR;IR;IR;O;1
5360;RALN;OE;OE;OE;OE;O;1
5360;RALN;OP;OP;OP;OP;O;0
5363;RALN;EQ;EQ;EQ;EQ;O;0
5363;RALN;IR;0IR000;EQ;0FZEQF;V;1
5363;RALN;IR;IR;IR;IR;O;0
5363;RALN;OE;0OEESP;IR;0IR000;V;2
5363;RALN;OE;OE;OE;OE;O;0
5363;RALN;OP;0OP000;OE;0OEESP;V;6
5363;RALN;OP;OP;OP;OP;O;0
5369;RALN;EQ;EQ;EQ;EQ;O;0
5369;RALN;IR;IR;IR;IR;O;1
5369;RALN;OE;OE;OE;OE;O;0
5369;RALN;OP;OP;OP;OP;O;0
5379;RALN;EQ;EQ;EQ;EQ;O;0
5379;RALN;IR;IR;IR;IR;O;1
5379;RALN;OE;OE;OE;OE;O;0
5379;RALN;OP;OP;OP;OP;O;0
5383;RALN;EQ;EQ;EQ;EQ;O;0
5383;RALN;IR;IR;IR;IR;O;1
5383;RALN;OE;OE;OE;OE;O;0
5383;RALN;OP;OP;OP;OP;O;0
5384;RALN;EQ;EQ;EQ;EQ;O;1
5384;RALN;IR;IR;IR;IR;O;0
5384;RALN;OE;OE;OE;OE;O;0
5384;RALN;OP;OP;OP;OP;O;0
5385;RALN;EQ;EQ;EQ;EQ;O;0
5385;RALN;IR;IR;IR;IR;O;0
5385;RALN;OE;OE;OE;OE;O;2
5385;RALN;OP;OP;OP;OP;O;0
5386;RALN;EQ;EQ;EQ;EQ;O;28
5386;RALN;IR;0IR000;EQ;0FZEQF;V;3
5386;RALN;IR;IR;IR;IR;O;100
5386;RALN;OE;OE;OE;OE;O;35
5386;RALN;OP;OP;OP;OP;O;3
5397;RALN;EQ;EQ;EQ;EQ;O;0
5397;RALN;IR;IR;IR;IR;O;1
5397;RALN;OE;OE;OE;OE;O;0
5397;RALN;OP;OP;OP;OP;O;0
5398;RALN;EQ;EQ;EQ;EQ;O;0
5398;RALN;IR;IR;IR;IR;O;0
5398;RALN;OE;OE;OE;OE;O;2
5398;RALN;OP;OP;OP;OP;O;0
5401;RALN;EQ;EQ;EQ;EQ;O;2
5401;RALN;IR;IR;IR;IR;O;3
5401;RALN;OE;OE;OE;OE;O;4
5401;RALN;OP;OP;OP;OP;O;0
5407;RALN;EQ;EQ;EQ;EQ;O;2
5407;RALN;IR;IR;IR;IR;O;1
5407;RALN;OE;OE;OE;OE;O;2
5407;RALN;OP;OP;OP;OP;O;0
5411;RALN;EQ;EQ;EQ;EQ;O;0
5411;RALN;IR;0IR000;EQ;0FZEQF;V;2
5411;RALN;IR;IR;IR;IR;O;0
5411;RALN;OE;OE;OE;OE;O;0
5411;RALN;OP;OP;OP;OP;O;0
5413;RALN;EQ;EQ;EQ;EQ;O;1
5413;RALN;IR;IR;IR;IR;O;1
5413;RALN;OE;OE;OE;OE;O;0
5413;RALN;OP;OP;OP;OP;O;0
5415;RALN;EQ;EQ;EQ;EQ;O;0
5415;RALN;IR;IR;IR;IR;O;0
5415;RALN;OE;OE;OE;OE;O;1
5415;RALN;OP;OP;OP;OP;O;0
5416;RALN;EQ;EQ;EQ;EQ;O;0
5416;RALN;IR;IR;IR;IR;O;1
5416;RALN;OE;OE;OE;OE;O;2
5416;RALN;OP;OP;OP;OP;O;0
5419;RALN;EQ;EQ;EQ;EQ;O;0
5419;RALN;IR;IR;IR;IR;O;3
5419;RALN;OE;OE;OE;OE;O;0
5419;RALN;OP;OP;OP;OP;O;0
5423;RALN;EQ;EQ;EQ;EQ;O;0
5423;RALN;IR;0IR000;EQ;0FZEQF;V;1
5423;RALN;IR;IR;IR;IR;O;0
5423;RALN;OE;0OEESP;IR;0IR000;V;1
5423;RALN;OE;OE;OE;OE;O;0
5423;RALN;OP;OP;OP;OP;O;0
5426;RALN;EQ;EQ;EQ;EQ;O;3
5426;RALN;IR;IR;IR;IR;O;5
5426;RALN;OE;OE;OE;OE;O;2
5426;RALN;OP;OP;OP;OP;O;0
5427;RALN;EQ;EQ;EQ;EQ;O;0
5427;RALN;IR;IR;IR;IR;O;0
5427;RALN;OE;0OEESP;IR;0IR000;V;1
5427;RALN;OE;OE;OE;OE;O;0
5427;RALN;OP;OP;OP;OP;O;0
5431;RALN;EQ;EQ;EQ;EQ;O;1
5431;RALN;IR;IR;IR;IR;O;4
5431;RALN;OE;OE;OE;OE;O;2
5431;RALN;OP;OP;OP;OP;O;0
5432;RALN;EQ;EQ;EQ;EQ;O;0
5432;RALN;IR;IR;IR;IR;O;0
5432;RALN;OE;OE;OE;OE;O;0
5432;RALN;OP;0OP000;OE;0OEESP;V;1
5432;RALN;OP;OP;OP;OP;O;0
5439;RALN;EQ;EQ;EQ;EQ;O;0
5439;RALN;IR;IR;IR;IR;O;0
5439;RALN;OE;0OEESP;IR;0IR000;V;3
5439;RALN;OE;OE;OE;OE;O;3
5439;RALN;OP;OP;OP;OP;O;0
5451;RALN;EQ;EQ;EQ;EQ;O;0
5451;RALN;IR;0IR000;EQ;0FZEQF;V;1
5451;RALN;IR;IR;IR;IR;O;0
5451;RALN;OE;OE;OE;OE;O;0
5451;RALN;OP;OP;OP;OP;O;0
5455;RALN;EQ;EQ;EQ;EQ;O;2
5455;RALN;IR;IR;IR;IR;O;2
5455;RALN;OE;OE;OE;OE;O;1
5455;RALN;OP;OP;OP;OP;O;2
5461;RALN;EQ;EQ;EQ;EQ;O;7
5461;RALN;IR;IR;IR;IR;O;9
5461;RALN;OE;OE;OE;OE;O;6
5461;RALN;OP;OP;OP;OP;O;0
5462;RALN;EQ;EQ;EQ;EQ;O;0
5462;RALN;IR;IR;IR;IR;O;0
5462;RALN;OE;OE;OE;OE;O;0
5462;RALN;OP;0OP000;OE;0OEESP;V;2
5462;RALN;OP;OP;OP;OP;O;0
5465;RALN;EQ;EQ;EQ;EQ;O;1
5465;RALN;IR;IR;IR;IR;O;3
5465;RALN;OE;OE;OE;OE;O;2
5465;RALN;OP;OP;OP;OP;O;0
5467;RALN;EQ;0FZEQF;RU;0D0I96;V;1
5467;RALN;EQ;EQ;EQ;EQ;O;3
5467;RALN;IR;IR;IR;IR;O;1
5467;RALN;OE;OE;OE;OE;O;1
5467;RALN;OP;OP;OP;OP;O;0
5467;RALN;RU;0D0I96;EQ;0FZEQF;V;2
5472;RALN;EQ;EQ;EQ;EQ;O;2
5472;RALN;IR;IR;IR;IR;O;0
5472;RALN;OE;OE;OE;OE;O;0
5472;RALN;OP;OP;OP;OP;O;0
5475;RALN;EQ;EQ;EQ;EQ;O;1
5475;RALN;IR;IR;IR;IR;O;1
5475;RALN;OE;OE;OE;OE;O;0
5475;RALN;OP;OP;OP;OP;O;0
5477;RALN;EQ;EQ;EQ;EQ;O;1
5477;RALN;IR;IR;IR;IR;O;4
5477;RALN;OE;OE;OE;OE;O;1
5477;RALN;OP;OP;OP;OP;O;0
5478;RALN;EQ;EQ;EQ;EQ;O;2
5478;RALN;IR;IR;IR;IR;O;1
5478;RALN;OE;OE;OE;OE;O;1
5478;RALN;OP;OP;OP;OP;O;0
5484;RALN;EQ;EQ;EQ;EQ;O;1
5484;RALN;IR;IR;IR;IR;O;0
5484;RALN;OE;OE;OE;OE;O;2
5484;RALN;OP;OP;OP;OP;O;0
5492;RALN;EQ;EQ;EQ;EQ;O;0
5492;RALN;IR;IR;IR;IR;O;0
5492;RALN;OE;OE;OE;OE;O;0
5492;RALN;OP;0OP000;OE;0OEESP;V;1
5492;RALN;OP;OP;OP;OP;O;0
5498;RALN;EQ;EQ;EQ;EQ;O;1
5498;RALN;IR;IR;IR;IR;O;2
5498;RALN;OE;OE;OE;OE;O;0
5498;RALN;OP;OP;OP;OP;O;1
5500;RALN;EQ;EQ;EQ;EQ;O;0
5500;RALN;IR;IR;IR;IR;O;2
5500;RALN;OE;OE;OE;OE;O;0
5500;RALN;OP;OP;OP;OP;O;0
5502;RALN;EQ;EQ;EQ;EQ;O;7
5502;RALN;IR;IR;IR;IR;O;18
5502;RALN;OE;OE;OE;OE;O;6
5502;RALN;OP;OP;OP;OP;O;0
5508;RALN;EQ;EQ;EQ;EQ;O;2
5508;RALN;IR;IR;IR;IR;O;0
5508;RALN;OE;OE;OE;OE;O;0
5508;RALN;OP;OP;OP;OP;O;0
5513;RALN;EQ;0FZEQF;DI;0D0165;V;1
5513;RALN;EQ;EQ;EQ;EQ;O;0
5513;RALN;IR;0IR000;EQ;0FZEQF;V;1
5513;RALN;IR;IR;IR;IR;O;0
5513;RALN;OE;OE;OE;OE;O;0
5513;RALN;OP;OP;OP;OP;O;0
5513;RALN;DI;0D0165;EQ;0FZEQF;V;1
5514;RALN;EQ;EQ;EQ;EQ;O;1
5514;RALN;IR;IR;IR;IR;O;1
5514;RALN;OE;OE;OE;OE;O;2
5514;RALN;OP;OP;OP;OP;O;0
5515;RALN;EQ;EQ;EQ;EQ;O;0
5515;RALN;IR;IR;IR;IR;O;1
5515;RALN;OE;OE;OE;OE;O;0
5515;RALN;OP;OP;OP;OP;O;0
5517;RALN;EQ;EQ;EQ;EQ;O;0
5517;RALN;IR;IR;IR;IR;O;1
5517;RALN;OE;OE;OE;OE;O;0
5517;RALN;OP;OP;OP;OP;O;0
5518;RALN;EQ;EQ;EQ;EQ;O;2
5518;RALN;IR;0IR000;EQ;0FZEQF;V;2
5518;RALN;IR;IR;IR;IR;O;8
5518;RALN;OE;OE;OE;OE;O;4
5518;RALN;OP;OP;OP;OP;O;0
5521;RALN;EQ;EQ;EQ;EQ;O;0
5521;RALN;IR;IR;IR;IR;O;0
5521;RALN;OE;OE;OE;OE;O;1
5521;RALN;OP;OP;OP;OP;O;0
5528;RALN;EQ;EQ;EQ;EQ;O;1
5528;RALN;IR;IR;IR;IR;O;1
5528;RALN;OE;OE;OE;OE;O;0
5528;RALN;OP;OP;OP;OP;O;0
5529;RALN;EQ;EQ;EQ;EQ;O;2
5529;RALN;IR;IR;IR;IR;O;2
5529;RALN;OE;OE;OE;OE;O;1
5529;RALN;OP;OP;OP;OP;O;0
5531;RALN;EQ;EQ;EQ;EQ;O;0
5531;RALN;IR;IR;IR;IR;O;0
5531;RALN;OE;0OEESP;IR;0IR000;V;3
5531;RALN;OE;OE;OE;OE;O;0
5531;RALN;OP;OP;OP;OP;O;0
5532;RALN;EQ;0FZEQF;DI;0D0165;V;1
5532;RALN;EQ;EQ;EQ;EQ;O;1
5532;RALN;IR;IR;IR;IR;O;0
5532;RALN;OE;OE;OE;OE;O;0
5532;RALN;OP;OP;OP;OP;O;0
5532;RALN;DI;0D0165;EQ;0FZEQF;V;1
5535;RALN;EQ;EQ;EQ;EQ;O;1
5535;RALN;IR;IR;IR;IR;O;0
5535;RALN;OE;OE;OE;OE;O;2
5535;RALN;OP;OP;OP;OP;O;0
5537;RALN;EQ;EQ;EQ;EQ;O;1
5537;RALN;IR;IR;IR;IR;O;0
5537;RALN;OE;OE;OE;OE;O;0
5537;RALN;OP;OP;OP;OP;O;0
5551;RALN;EQ;EQ;EQ;EQ;O;1
5551;RALN;IR;IR;IR;IR;O;0
5551;RALN;OE;OE;OE;OE;O;0
5551;RALN;OP;OP;OP;OP;O;0
5554;RALN;EQ;EQ;EQ;EQ;O;2
5554;RALN;IR;IR;IR;IR;O;0
5554;RALN;OE;OE;OE;OE;O;0
5554;RALN;OP;OP;OP;OP;O;0
5556;RALN;EQ;EQ;EQ;EQ;O;2
5556;RALN;IR;IR;IR;IR;O;2
5556;RALN;OE;OE;OE;OE;O;2
5556;RALN;OP;OP;OP;OP;O;0
5564;RALN;EQ;EQ;EQ;EQ;O;1
5564;RALN;IR;IR;IR;IR;O;1
5564;RALN;OE;OE;OE;OE;O;1
5564;RALN;OP;OP;OP;OP;O;0
5570;RALN;EQ;EQ;EQ;EQ;O;1
5570;RALN;IR;0IR000;EQ;0FZEQF;V;1
5570;RALN;IR;IR;IR;IR;O;1
5570;RALN;OE;0OEESP;IR;0IR000;V;1
5570;RALN;OE;OE;OE;OE;O;2
5570;RALN;OP;OP;OP;OP;O;0
5572;RALN;EQ;EQ;EQ;EQ;O;1
5572;RALN;IR;IR;IR;IR;O;0
5572;RALN;OE;OE;OE;OE;O;3
5572;RALN;OP;OP;OP;OP;O;0
5575;RALN;EQ;EQ;EQ;EQ;O;1
