ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIENO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
C6863;RALN;EQ;0FZEQF;3;3;0;0;0;1
C6863;RALN;OE;0OEESP;10;0;0;0;0;0
C6863;RALN;IR;0IR000;4;5;0;1;0;1
C6863;RALN;FP;0D0102;0;0;1;0;0;0
C6624;RALN;IR;0IR000;4;3;1;0;2;1
C6624;RALN;EQ;0FZEQF;7;3;0;0;0;0
C6624;RALN;OE;0OEESP;1;3;0;0;0;0
C6624;RALN;RU;0D0I96;1;0;0;0;0;0
C6624;RALN;OP;0OP000;3;0;0;0;0;0
C6624;RALN;FP;0D0103;0;1;0;0;0;0
C2684;RALN;DI;0D0165;1;0;0;0;0;0
C2684;RALN;DI;0D0164;1;1;0;0;0;0
C2684;RALN;OE;0OEESP;12;7;0;0;1;6
C2684;RALN;FP;0D0102;1;0;0;0;0;0
C2684;RALN;DF;0D0098;0;1;0;0;0;0
C2684;RALN;RP;000096;0;0;0;1;1;0
C2684;RALN;IR;0IR000;34;66;0;0;1;8
C2684;RALN;EQ;0FZEQF;10;21;0;0;0;3
C2822;RALN;EQ;0FZEQF;0;3;0;2;0;0
C2822;RALN;OE;0OEESP;2;0;0;0;0;0
C2822;RALN;IR;0IR000;1;2;0;1;1;1
C2498;RALN;IR;0IR000;2;5;0;2;0;1
C2498;RALN;OE;0OEESP;1;2;0;1;0;0
C2498;RALN;EQ;0FZEQF;4;3;0;0;0;0
C5136;RALN;OE;0OEESP;8;7;0;0;1;2
C5136;RALN;EQ;0FZEQF;5;17;0;0;0;2
C5136;RALN;DI;0D0165;1;0;0;0;0;0
C5136;RALN;IR;0IR000;9;30;0;0;0;3
C5136;RALN;FP;0D0102;0;1;0;0;0;0
C8260;RALN;OE;0OEESP;1;0;0;0;0;0
C8260;RALN;DF;0D0095;0;0;1;0;0;0
C8260;RALN;IR;0IR000;18;6;0;1;0;0
C8260;RALN;EQ;0FZEQF;1;3;1;1;0;0
C8260;RALN;OP;0OP000;1;0;0;0;0;0
C2262;RALN;IR;0IR000;5;5;0;0;0;2
C2262;RALN;OE;0OEESP;2;1;1;0;0;0
C2262;RALN;EQ;0FZEQF;2;1;0;0;1;0
C6299;RALN;EQ;0FZEQF;2;2;0;0;0;0
C6299;RALN;OE;0OEESP;5;0;0;0;0;0
C6299;RALN;IR;0IR000;4;6;0;0;0;0
C6299;RALN;FP;0D0103;1;0;0;0;0;0
C790;RALN;IR;0IR000;4;1;0;0;0;2
C790;RALN;EQ;0FZEQF;3;1;0;0;0;0
C790;RALN;FP;0D0103;0;1;0;0;0;0
C790;RALN;OE;0OEESP;2;0;0;0;0;0
UC12752;RALN;IR;0IR000;4;9;0;1;1;1
UC12752;RALN;OE;0OEESP;2;1;0;0;0;0
UC12752;RALN;EQ;0FZEQF;3;1;0;0;1;0
C2623;RALN;OP;0OP000;0;0;0;0;0;1
C2623;RALN;RU;0D0I96;0;0;0;1;0;0
C2623;RALN;OE;0OEESP;0;0;0;0;0;1
C2623;RALN;IR;0IR000;2;1;0;0;0;0
C866;RALN;OP;0OP000;1;0;0;0;0;0
C866;RALN;IR;0IR000;5;4;0;2;0;1
C866;RALN;EQ;0FZEQF;2;1;0;0;0;0
C866;RALN;FP;0D0103;0;1;0;0;0;0
C866;RALN;OE;0OEESP;2;0;0;0;0;1
C2144;RALN;EQ;0FZEQF;1;1;0;0;0;0
C2144;RALN;IR;0IR000;2;1;0;0;0;0
C2144;RALN;OE;0OEESP;1;1;1;0;0;0
C3530;RALN;OE;0OEESP;2;0;0;0;1;0
C3530;RALN;EQ;0FZEQF;1;5;0;0;0;0
C3530;RALN;FP;0D0103;1;0;0;0;0;0
C3530;RALN;IR;0IR000;2;4;0;0;0;0
C3530;RALN;RP;000096;1;0;0;0;0;0
OR13481;EPNE;AT;0AS000;0;0;0;0;0;1
OR13481;EPNE;FU;0FZ000;0;1;0;0;0;2
C7748;PRBZ;CB;000723;0;0;0;0;0;1
C7748;PRBZ;FP;0D0485;1;0;0;0;0;0
C7748;PRBZ;CB;000725;4;0;0;0;0;2
C7748;PRBZ;CC;000722;0;1;0;0;0;1
C7748;PRBZ;CC;000721;1;4;0;1;0;4
C2229;RALN;IR;0IR000;1;1;0;0;0;2
C2229;RALN;EQ;0FZEQF;1;1;0;0;0;1
C7631;RALN;OP;0OP000;7;5;0;0;0;3
C7631;RALN;DI;0D0164;6;2;0;0;0;0
C7631;RALN;RP;000096;1;1;0;0;0;0
C7631;RALN;OE;0OEESP;67;47;0;2;1;20
C7631;RALN;DI;0D0165;1;0;0;0;0;0
C7631;RALN;FP;0D0102;1;0;0;0;0;0
C7631;RALN;IR;0IR000;92;134;0;1;2;22
C7631;RALN;EQ;0FZEQF;50;76;1;0;0;13
C7040;RALN;IR;0IR000;0;1;1;0;0;0
C7040;RALN;EQ;0FZEQF;2;0;1;0;0;0
C7040;RALN;OE;0OEESP;2;2;0;1;0;1
C5237;REFR;XA;0PL908;1;0;0;0;0;0
C5237;REFR;FP;0D0103;0;1;0;0;0;0
C5237;REFR;CB;030000;0;1;0;0;0;0
C5237;REFR;CB;032000;1;1;0;0;0;1
C5237;REFR;CC;040000;1;5;0;0;0;0
C5237;REFR;CB;037000;1;0;0;0;0;0
C5237;REFR;CC;046000;0;1;0;0;0;0
C5237;REFR;CC;045000;2;1;0;0;0;0
C5237;REFR;CC;043000;4;1;0;0;0;0
C5237;REFR;CB;038000;1;1;0;0;0;0
C5237;REFR;XA;0PL909;0;1;0;0;0;0
C5237;REFR;CA;028000;1;0;0;0;0;0
C5237;REFR;CD;051000;1;0;0;0;0;0
C5237;REFR;XA;0PL0A6;1;0;0;0;0;0
C5237;REFR;CD;048000;0;2;0;0;0;0
C5237;REFR;CD;050000;1;0;0;0;0;0
C5237;REFR;CD;052000;1;0;0;0;0;0
C5237;REFR;CD;049000;0;1;0;0;0;0
C5237;REFR;CC;042000;2;2;0;0;0;0
C5237;REFR;XB;0PL904;1;0;0;0;0;0
C7055;RALN;IR;0IR000;0;1;0;0;0;1
C7055;RALN;OE;0OEESP;3;0;0;0;0;1
C7055;RALN;EQ;0FZEQF;2;0;0;0;0;0
C3663;RALN;IR;0IR000;3;4;0;0;0;4
C3663;RALN;OE;0OEESP;0;0;0;1;0;0
C3663;RALN;EQ;0FZEQF;3;2;0;1;0;0
C3663;RALN;OP;0OP000;1;0;0;0;0;0
C3090;RALN;OE;0OEESP;2;0;0;0;0;0
C3090;RALN;IR;0IR000;0;3;0;0;0;0
C3090;RALN;EQ;0FZEQF;1;3;0;0;0;0
C7463;RALN;OP;0OP000;1;0;0;0;0;0
C7463;RALN;IR;0IR000;1;1;0;0;0;0
C7463;RALN;EQ;0FZEQF;1;0;0;1;0;0
C7463;RALN;RU;0D0I95;0;0;1;0;0;0
C7463;RALN;OE;0OEESP;3;1;3;0;1;0
C780;RALN;EQ;0FZEQF;2;1;0;0;0;1
C780;RALN;IR;0IR000;3;8;0;1;0;0
C780;RALN;FP;0D0103;0;1;0;0;0;0
C780;RALN;OP;0OP000;0;0;1;0;0;0
C5253;RALN;EQ;0FZEQF;3;1;0;0;0;1
C5253;RALN;IR;0IR000;7;3;0;0;13;39
C5253;RALN;OP;0OP000;10;0;0;0;17;15
C5253;RALN;FP;0D0103;1;0;0;0;0;0
C5253;RALN;OE;0OEESP;2;4;0;0;7;6
N8994;RALN;EQ;0FZEQF;1;2;0;0;0;0
N8994;RALN;IR;0IR000;1;0;0;0;0;0
C7432;RALN;EQ;0FZEQF;0;4;0;0;0;0
C7432;RALN;IR;0IR000;3;2;0;0;0;0
C7432;RALN;FP;0D0103;0;1;0;0;0;0
C5176;RALN;IR;0IR000;2;1;0;0;0;0
C5176;RALN;OE;0OEESP;1;0;0;0;0;0
C5176;RALN;RU;0D0I95;0;0;1;0;0;0
C3842;RALN;OE;0OEESP;1;5;0;0;0;0
C3842;RALN;FP;0D0102;1;0;0;0;0;0
C3842;RALN;OP;0OP000;0;0;1;0;0;0
C3842;RALN;IR;0IR000;11;13;1;2;0;0
C3842;RALN;DI;0D0164;2;0;0;0;0;0
C3842;RALN;EQ;0FZEQF;6;2;0;0;0;0
C1061;RALN;EQ;0FZEQF;1;1;0;0;0;0
C1061;RALN;IR;0IR000;0;0;0;0;0;1
Q9153;PRUN;PR;0D0172;10;1;0;0;0;0
Q9153;PRUN;PR;0D0173;60;23;0;0;0;0
Q9153;PRUN;RI;0D0RTD;2;1;0;0;0;0
Q9153;UNIV;CB;037000;2;6;0;0;0;2
Q9153;PRUN;RI;0D0177;38;37;0;0;0;0
Q9153;UNIV;D2;0D0079;4;2;0;0;0;0
Q9153;UNIV;DG;0D0097;0;1;0;0;0;0
Q9153;UNIV;CD;0D7000;3;6;1;0;0;0
Q9153;UNIV;CC;045000;6;15;0;0;0;3
Q9153;UNIV;CC;0C7000;10;38;0;1;0;8
Q9153;UNIV;CB;034000;9;6;0;1;3;1
Q9153;PRUN;PR;0D0168;4;0;0;0;0;0
Q9153;UNIV;CC;040000;39;79;0;0;0;1
Q9153;PRUN;PR;0D0AD2;10;3;0;0;0;0
Q9153;UNIV;CC;042000;28;51;0;1;0;5
Q9153;UNIV;CE;060000;3;11;0;0;0;0
Q9153;UNIV;CD;051000;15;18;0;0;0;3
Q9153;UNIV;CB;036000;4;9;0;0;1;1
Q9153;UNIV;CD;050000;9;20;1;1;1;2
Q9153;UNIV;CC;043000;12;20;0;1;0;2
Q9153;UNIV;CD;049000;21;70;1;0;0;8
Q9153;PRUN;RI;0D0176;9;1;0;0;0;0
Q9153;UNIV;CE;061000;1;6;0;1;0;0
Q9153;PRUN;PR;0D0PO1;105;58;0;0;0;0
Q9153;UNIV;CD;048000;35;67;0;0;0;2
Q9153;UNIV;CC;097000;13;20;1;1;2;8
Q9153;UNIV;AL;000676;4;16;0;0;0;0
Q9153;UNIV;CD;0D6000;5;10;0;1;1;0
Q9153;UNIV;CB;038000;3;11;0;1;0;1
Q9153;UNIV;CC;046000;15;23;0;0;0;5
Q9153;UNIV;CB;0B7000;6;5;0;0;1;0
Q9153;UNIV;CC;0C8000;1;3;0;0;0;0
Q9153;UNIV;CE;059000;6;3;0;0;0;0
Q9153;UNIV;CD;052000;6;6;0;0;0;1
Q9153;PRUN;RI;0D0RTP;59;54;0;0;0;0
Q9153;PRUN;PR;0D0169;38;27;0;0;0;0
Q9153;PRUN;PR;0D0AP2;184;147;0;0;0;0
Q9153;UNIV;CE;062000;0;3;0;0;0;0
Q9153;PRUN;PR;0D0DO1;4;1;0;0;0;0
C4747;RALN;OE;0OEESP;1;0;0;0;0;0
C4747;RALN;IR;0IR000;0;1;0;0;0;0
C4747;RALN;EQ;0FZEQF;1;1;0;0;0;0
C6696;RALN;EQ;0FZEQF;1;1;0;0;0;0
C6696;RALN;OE;0OEESP;4;0;0;0;0;1
C6696;RALN;OP;0OP000;1;1;0;0;0;0
C6696;RALN;IR;0IR000;3;6;0;0;7;18
C2913;REFR;CB;037000;1;0;0;0;0;0
C2913;REFR;XA;0PL0A6;0;1;0;0;0;0
C2913;REFR;CA;023000;0;0;0;1;0;0
C2913;REFR;CC;042000;0;1;0;0;0;0
C2913;REFR;CB;034000;1;0;0;0;0;1
C2913;REFR;FP;0D0103;1;0;0;0;0;0
C2913;REFR;CC;040000;1;3;0;0;0;0
C8016;RALN;FP;0D0103;0;1;0;0;0;0
C8016;RALN;IR;0IR000;2;2;0;1;1;1
C8016;RALN;EQ;0FZEQF;4;6;0;0;0;0
C8016;RALN;OE;0OEESP;2;0;0;0;0;0
C898;RALN;IR;0IR000;0;1;0;0;0;0
C898;RALN;OE;0OEESP;1;0;0;0;0;0
C898;RALN;EQ;0FZEQF;0;1;0;0;0;0
C1939;RALN;EQ;0FZEQF;0;1;0;0;0;0
C1939;RALN;FP;0D0103;1;0;0;0;0;0
C1939;RALN;OP;0OP000;0;0;0;0;1;0
C1939;RALN;RU;0D0I95;0;0;1;0;0;0
C1939;RALN;IR;0IR000;2;1;0;1;0;0
C1939;RALN;OE;0OEESP;1;0;0;0;1;0
C2137;RALN;OE;0OEESP;2;1;1;0;0;0
C2137;RALN;IR;0IR000;2;4;0;0;0;2
C2137;RALN;EQ;0FZEQF;1;1;1;0;0;1
C1505;RALN;EQ;0FZEQF;1;1;0;0;0;0
C1505;RALN;OE;0OEESP;5;0;0;0;0;0
C1505;RALN;IR;0IR000;2;6;0;0;0;2
C6482;RALN;DI;0D0164;1;2;0;0;0;0
C6482;RALN;EQ;0FZEQF;12;26;2;0;0;6
C6482;RALN;IR;0IR000;33;44;0;0;0;7
C6482;RALN;FP;0D0103;0;1;0;0;0;0
C6482;RALN;OE;0OEESP;6;7;0;0;0;5
C6482;RALN;DI;0D0165;1;0;0;0;0;0
OL14066;EPNE;AT;0AS000;0;1;0;0;0;0
OL14066;EPNE;FU;0FZ000;0;1;0;0;0;0
C6646;RALN;OP;0OP000;0;1;1;0;0;0
C6646;RALN;EQ;0FZEQF;1;3;0;0;0;0
C6646;RALN;IR;0IR000;1;0;1;0;3;0
C7262;RALN;EQ;0FZEQF;0;1;0;0;0;0
C7262;RALN;IR;0IR000;0;0;0;0;2;3
C7262;RALN;DF;0D0095;0;0;0;1;0;0
C7262;RALN;OP;0OP000;0;0;0;0;6;9
C7262;RALN;OE;0OEESP;0;0;0;0;1;3
IP10986;PRTN;CA;053000;0;1;0;0;0;4
IP10986;PRTN;CB;054000;0;1;0;0;0;2
IP10986;PRTN;CD;057000;0;2;0;0;0;0
IP10986;PRTN;CB;0BE000;10;32;0;0;1;19
IP10986;PRTN;DI;0D0077;0;1;0;0;0;0
IP10986;PRTN;CC;056000;0;2;0;0;0;0
IP10986;PRTN;CC;0CE000;2;7;1;0;0;8
C6404;RALN;IR;0IR000;12;2;0;0;2;0
C6404;RALN;OP;0OP000;1;1;0;0;7;0
C6404;RALN;EQ;0FZEQF;1;0;0;0;0;0
C6404;RALN;FP;0D0103;1;0;0;0;0;0
C6404;RALN;OE;0OEESP;1;1;0;2;10;8
UC10406;RALN;EQ;0FZEQF;1;0;0;0;0;0
C7608;RALN;DF;0D0095;0;0;0;0;1;0
C7608;RALN;OP;0OP000;1;0;12;0;0;0
C7608;RALN;IR;0IR000;13;1;0;0;2;0
C7608;RALN;EQ;0FZEQF;3;2;0;0;0;0
C7608;RALN;FP;0D0102;1;0;0;0;0;0
C7608;RALN;OE;0OEESP;8;2;0;1;0;0
OL13809;EPNE;OP;0OP000;0;0;0;1;0;0
OL13809;EPNE;AT;0AS000;0;0;0;0;0;1
C1696;RALN;FP;0D0103;1;0;0;0;0;0
C1696;RALN;OE;0OEESP;4;1;0;0;0;0
C1696;RALN;IR;0IR000;4;10;0;0;1;4
C1696;RALN;EQ;0FZEQF;4;6;0;0;0;0
C1696;RALN;DF;0D0095;0;0;1;0;0;0
C821;RALN;IR;0IR000;0;1;0;0;0;0
C2263;RALN;EQ;0FZEQF;0;1;0;0;0;0
C2263;RALN;IR;0IR000;0;2;0;0;0;1
C2263;RALN;OE;0OEESP;2;0;0;0;0;0
C7110;RALN;IR;0IR000;4;5;0;0;0;0
C7110;RALN;OE;0OEESP;1;0;0;0;0;0
C7110;RALN;EQ;0FZEQF;2;3;0;0;0;0
OL13873;EPNE;AT;0AS000;0;0;0;0;0;1
C7626;RALN;FP;0D0103;0;1;0;0;0;0
C7626;RALN;EQ;0FZEQF;2;3;1;1;0;0
C7626;RALN;IR;0IR000;7;11;1;0;0;2
C7626;RALN;RP;000096;1;0;0;0;0;0
C7626;RALN;OE;0OEESP;1;0;0;0;0;0
C7626;RALN;RU;0D0I95;0;0;1;0;0;0
OL13689;EPNE;AT;0AS000;0;0;0;1;0;0
OR13963;EPNE;AT;0AS000;0;0;0;0;0;1
OR13963;EPNE;FU;0FZ000;0;0;0;0;0;1
OL13519;EPNE;FU;0FZ000;1;1;0;0;0;0
C2647;RALN;EQ;0FZEQF;0;1;1;0;0;0
C2647;RALN;OE;0OEESP;1;0;1;0;0;0
C2647;RALN;IR;0IR000;0;2;0;0;0;0
C7929;RALN;OE;0OEESP;104;129;1;4;6;41
C7929;RALN;EQ;0FZEQF;125;255;4;2;1;25
C7929;RALN;IR;0IR000;257;612;4;85;3;66
C7929;RALN;DI;0D0165;1;0;0;0;0;0
C7929;SCLA;DO;014646;0;76;0;0;0;1
C7929;RALN;RP;000096;2;0;0;2;0;0
C7929;RALN;DI;0D0164;13;13;0;0;0;0
C7929;RALN;FP;0D0102;1;0;0;0;0;0
C2414;RALN;OE;0OEESP;1;1;0;0;0;0
C2414;RALN;IR;0IR000;1;4;0;0;0;0
C2414;RALN;EQ;0FZEQF;2;1;0;0;0;0
C2414;RALN;PC;000061;1;0;0;0;0;0
C4393;RALN;IR;0IR000;0;2;1;0;0;0
C4393;RALN;EQ;0FZEQF;0;0;0;0;1;0
C4393;RALN;OE;0OEESP;1;1;0;0;1;0
C1661;RALN;OE;0OEESP;0;0;0;0;0;1
C1661;RALN;EQ;0FZEQF;1;1;0;0;0;0
C379;RALN;FP;0D0103;1;0;0;0;0;0
D8363;EN60;DI;0D00NF;1;0;0;0;0;0
D8363;EN60;LI;0000ND;17;13;0;0;0;0
C3291;RALN;OE;0OEESP;6;1;0;0;0;4
C3291;RALN;IR;0IR000;8;13;1;0;0;4
C3291;RALN;DI;0D0164;2;0;0;0;0;0
C3291;RALN;FP;0D0102;0;1;0;0;0;0
C3291;RALN;EQ;0FZEQF;3;10;0;0;0;2
C1063;RALN;EQ;0FZEQF;2;6;0;1;0;0
C1063;RALN;OE;0OEESP;4;0;0;0;1;0
C1063;RALN;IR;0IR000;9;15;1;1;0;0
C1063;RALN;FP;0D0103;0;1;0;0;0;0
P9126;RALN;EQ;0FZEQF;14;13;1;0;0;1
P9126;RALN;OE;0OEESP;46;10;0;0;1;1
P9126;RALN;PC;000061;7;5;0;0;0;0
P9126;RALN;IR;0IR000;18;17;0;0;0;3
P9126;RALN;FP;0D0102;1;0;0;0;0;0
P9126;RALN;RP;000096;1;1;0;0;0;0
P9126;RALN;DI;0D0165;1;0;0;0;0;0
P9126;RALN;DF;0D0098;0;1;0;0;0;0
P9126;RALN;DI;0D0164;2;0;0;0;0;0
P9126;RALN;DF;0D0095;1;0;0;0;0;0
C1773;RALN;OE;0OEESP;2;4;0;0;0;0
C1773;RALN;IR;0IR000;2;5;0;0;0;2
C1773;RALN;EQ;0FZEQF;3;3;0;0;0;0
OL13585;EPNE;FU;0FZ000;0;0;0;0;0;1
OL13585;EPNE;AT;0AS000;0;0;0;0;0;1
C8142;RALN;IR;0IR000;1;0;0;0;0;0
C8142;RALN;EQ;0FZEQF;1;2;0;0;0;0
C4860;RALN;IR;0IR000;5;5;1;1;3;11
C4860;RALN;OE;0OEESP;4;1;0;0;4;10
C4860;RALN;EQ;0FZEQF;2;3;0;0;0;1
C4033;RALN;IR;0IR000;1;1;0;0;0;0
C4033;RALN;EQ;0FZEQF;0;1;0;0;0;0
C5521;RALN;IR;0IR000;0;0;0;1;0;0
C5521;RALN;EQ;0FZEQF;1;1;0;0;0;0
C5521;RALN;OE;0OEESP;2;0;0;0;0;0
U9460;SSNA;PS;SD0AI1;0;1;0;0;0;0
U9460;SSNA;MD;SD0036;21;9;0;0;0;0
U9460;SSNA;PT;0PTSPR;24;17;0;0;0;0
U9460;SSNA;BI;SD0A12;4;16;0;0;0;0
U9460;SSNA;PF;PPF872;0;1;0;0;0;0
U9460;SSNA;PF;SPFINE;9;13;0;0;0;0
U9460;SSNA;DA;AD0A31;2;3;0;0;0;0
U9460;SSNA;MD;SD0N34;3;0;0;0;0;0
U9460;SSNA;DP;PD0A45;2;1;0;0;0;0
U9460;SSNA;MD;SD0E34;6;0;0;0;0;0
U9460;SSNA;MD;SD0E33;15;2;0;0;0;0
U9460;SSNA;MD;SD0N33;4;0;0;0;0;0
U9460;SSNA;DA;AD0S31;1;0;0;0;0;0
U9460;SSNA;PF;TPF026;1;2;0;0;0;0
U9460;SSNA;BI;SD0011;0;1;0;0;0;0
U9460;SSNA;DT;TD0002;1;0;0;0;0;0
U9460;SSNA;FI;SD0A41;1;1;0;0;0;0
U9460;SSNA;DA;AD0032;1;3;0;0;0;0
U9460;SSNA;AT;TAT162;3;0;0;0;0;0
U9460;SSNA;DP;PD0046;2;0;0;0;0;0
U9460;SSNA;OP;KOP660;54;87;0;0;0;0
U9460;SSNA;AT;TAT119;5;0;1;0;0;0
U9460;SSNA;OP;AOP870;1;0;0;0;0;0
U9460;SSNA;MD;SD0035;97;92;0;0;0;0
U9460;SSNA;MO;SD0047;4;0;0;0;0;0
U9460;SSNA;PT;TPT092;11;5;0;0;0;0
U9460;SSNA;PF;SPFASE;4;3;0;0;0;0
U9460;SSNA;PF;SPFRAB;8;11;0;0;0;0
U9460;SSNA;DP;PD0S45;1;0;0;0;0;0
U9460;SSNA;PF;APFCAS;1;0;0;0;0;0
U9460;SSNA;OP;TOP059;1;0;0;0;0;0
U9460;SSNA;DG;0D0097;0;1;0;0;0;0
U9460;SSNA;DP;PD0A09;0;1;0;0;0;0
U9460;SSNA;AT;TATIFC;6;0;0;0;0;0
U9460;SSNA;PF;APF028;12;10;0;0;0;0
U9460;SSNA;PF;SPFINF;192;392;1;0;0;2
U9460;SSNA;AT;AAT117;14;38;1;0;0;0
U9460;SSNA;PT;APT017;4;1;0;0;0;0
U9460;SSNA;PF;PPF006;1;0;0;0;0;0
U9460;SSNA;PF;SPFOST;2;21;0;0;0;0
U9460;SSNA;PL;SD0A65;0;1;0;0;0;0
U9460;SSNA;FM;SD0A38;1;6;0;0;0;0
U9460;SSNA;DG;0D0163;0;1;0;0;0;0
U9460;SSNA;PF;SPFTCN;42;43;0;0;0;0
C1583;RALN;OE;0OEESP;1;0;0;0;0;0
C1583;RALN;IR;0IR000;0;1;0;0;0;0
C1583;RALN;EQ;0FZEQF;0;1;1;0;0;0
C689;RALN;IR;0IR000;0;2;0;0;0;0
C689;RALN;OE;0OEESP;1;0;0;0;0;0
C689;RALN;EQ;0FZEQF;0;1;0;0;0;0
C7751;RALN;OE;0OEESP;1;0;0;0;0;0
C7751;RALN;IR;0IR000;2;0;0;0;0;0
C7751;RALN;EQ;0FZEQF;0;1;0;0;0;0
V15393;RALN;OE;0OEESP;2;2;0;0;0;2
V15393;RALN;DI;0D0104;1;0;0;0;0;0
V15393;RALN;IR;0IR000;14;27;0;0;1;13
V15393;RALN;EQ;0FZEQF;7;12;0;0;0;3
V15393;RALN;DI;0D0164;1;0;0;0;0;0
C2315;RALN;EQ;0FZEQF;1;0;0;0;0;0
C2315;RALN;IR;0IR000;0;0;0;0;0;1
C6864;RALN;OE;0OEESP;2;5;0;0;0;1
C6864;RALN;IR;0IR000;9;1;1;0;0;3
C6864;RALN;FP;0D0103;0;1;0;0;0;0
C6864;RALN;EQ;0FZEQF;3;1;0;0;0;1
C6265;RALN;EQ;0FZEQF;2;0;0;0;0;0
C6265;RALN;IR;0IR000;0;3;0;0;0;0
C6265;RALN;OE;0OEESP;2;0;0;0;0;0
C4051;RALN;FP;0D0102;0;1;0;0;0;0
C4051;RALN;OE;0OEESP;5;3;0;0;0;0
C4051;RALN;IR;0IR000;31;24;0;0;0;0
C4051;RALN;EQ;0FZEQF;9;12;2;0;0;0
C4051;RALN;RP;000096;0;0;1;0;0;0
C800;RALN;IR;0IR000;0;0;0;0;1;0
C800;RALN;OE;0OEESP;0;0;0;0;1;0
V9747;RALN;OE;0OEESP;1;3;1;0;0;1
V9747;RALN;DI;0D0164;0;2;0;0;0;0
V9747;RALN;IR;0IR000;2;16;0;0;1;7
V9747;RALN;DI;0D0104;1;0;0;0;0;0
V9747;RALN;OP;0OP000;1;1;0;0;0;1
V9747;RALN;EQ;0FZEQF;2;2;0;0;0;0
C7309;RALN;EQ;0FZEQF;2;2;0;0;0;2
C7309;RALN;IR;0IR000;4;3;0;0;0;1
C7309;RALN;OE;0OEESP;1;0;0;0;0;1
P9049;RALN;DI;0D0164;4;0;0;0;0;0
P9049;RALN;IR;0IR000;49;26;1;2;3;24
P9049;RALN;EQ;0FZEQF;38;26;1;0;1;15
P9049;RALN;RP;000096;0;0;0;1;0;0
P9049;RALN;DI;0D0165;0;1;0;0;0;0
P9049;RALN;OE;0OEESP;95;11;0;0;3;14
C6472;RALN;EQ;0FZEQF;0;1;0;0;0;0
C6472;RALN;IR;0IR000;0;1;0;0;0;1
C1272;PRBZ;CB;000723;0;1;0;0;0;0
C1272;PRBZ;CC;000721;0;0;0;0;0;1
C1272;PRBZ;CA;000727;0;0;0;1;0;0
E8461;EPNE;AT;0AS000;0;1;0;0;0;0
C3304;RALN;EQ;0FZEQF;1;3;0;0;0;0
C3304;RALN;IR;0IR000;4;4;0;0;0;1
C3304;RALN;OE;0OEESP;5;1;0;0;0;0
C6170;RALN;OE;0OEESP;1;0;0;0;0;0
C6170;RALN;IR;0IR000;1;0;0;0;0;1
N10838;RALN;RU;0D0I95;0;0;2;1;0;0
N10838;RALN;DI;0D0164;1;0;0;0;0;0
N10838;RALN;OE;0OEESP;0;0;1;4;0;0
N10838;RALN;PC;000061;17;0;0;0;0;0
N10838;RALN;OP;0OP000;0;0;4;2;0;0
N10838;RALN;IR;0IR000;3;0;0;0;0;0
C14040;RALN;OE;0OEESP;4;0;0;0;0;0
C14040;RALN;EQ;0FZEQF;2;4;0;0;0;0
C14040;RALN;FP;0D0103;0;1;0;0;0;0
C14040;RALN;IR;0IR000;4;6;1;0;0;1
C1180;RALN;OP;0OP000;0;0;0;0;1;0
C1180;RALN;IR;0IR000;1;0;0;0;0;1
C1180;RALN;EQ;0FZEQF;0;1;0;0;0;0
C1180;RALN;OE;0OEESP;1;1;0;0;0;1
C1180;RALN;FP;0D0103;1;0;0;0;0;0
IP12863;RALN;OE;0OEESP;3;9;0;0;0;0
IP12863;RALN;IR;0IR000;4;3;0;0;0;0
IP12863;RALN;EQ;0FZEQF;1;7;0;1;0;1
IP12863;RALN;DI;0D0165;1;0;0;0;0;0
IP10841;SSNA;PF;APF028;0;1;0;0;0;0
IP10841;SSNA;PT;TPT092;0;5;0;0;0;0
IP10841;SSNA;AT;AAT117;0;2;0;0;0;0
IP10841;SSNA;PT;0PTSPR;0;3;0;0;0;0
IP10841;SSNA;OP;0OP269;0;4;0;0;0;6
IP10841;SSNA;PF;APFCAS;0;1;0;0;0;0
IP10841;SSNA;PF;SPFRAB;0;0;0;0;0;1
IP10841;SSNA;OP;TOP059;2;1;0;0;0;0
IP10841;SSNA;OP;KOP660;3;9;0;0;0;0
IP10841;SSNA;PF;SPFINE;0;1;0;0;0;0
ES155;RALN;IR;0IR000;12;15;0;0;0;2
ES155;RALN;EQ;0FZEQF;7;15;0;0;1;1
ES155;RALN;DI;0D0164;2;1;0;0;0;0
ES155;RALN;OE;0OEESP;2;0;0;0;0;2
OL13763;EPNE;FU;0FZ000;0;1;0;0;0;0
OL13763;EPNE;AT;0AS000;0;0;0;0;0;2
C2590;REVA;CC;042000;7;6;0;0;0;5
C2590;REVA;CB;032000;2;0;0;0;0;1
C2590;REVA;CD;047000;2;2;0;0;0;1
C2590;REVA;FP;0D0103;1;0;0;0;0;0
C2590;REVA;CB;034000;4;0;0;0;0;0
C2590;REVA;CA;022000;0;1;0;0;0;1
C2590;REVA;CC;040000;7;2;1;0;0;2
OL13050;EPNE;AT;0AS000;0;0;0;0;0;2
C5528;RALN;EQ;0FZEQF;1;0;0;0;0;0
C5528;RALN;IR;0IR000;2;5;0;1;0;0
C5528;RALN;FP;0D0103;0;1;0;0;0;0
