ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
C2635;RALN;OE;0OEESP;C03;1;0
C7098;RALN;OE;0OEESP;C99;0;1
C7978;RALN;OE;0OEESP;C01;2;0
C4903;RALN;OE;0OEESP;C25;0;1
C4903;RALN;OE;0OEESP;C21;1;0
C3245;RALN;OE;0OEESP;C01;2;0
C8165;RALN;OE;0OEESP;C28;0;1
C8165;RALN;OE;0OEESP;C01;0;1
C7141;RALN;OE;0OEESP;C03;1;0
C4904;RALN;OE;0OEESP;C03;1;1
C6894;RALN;OE;0OEESP;C03;1;0
UC10349;RALN;OE;0OEESP;C03;1;0
C3778;RALN;OE;0OEESP;C01;2;0
C3873;RALN;OE;0OEESP;C01;0;1
C6883;RALN;OE;0OEESP;C03;1;0
C4786;RALN;OE;0OEESP;C99;0;1
ER12738;RALN;OE;0OEESP;C03;0;1
C8101;RALN;OE;0OEESP;C03;1;0
ER12738;RALN;OE;0OEESP;C21;1;0
ER12738;RALN;OE;0OEESP;C01;0;1
C7978;RALN;OE;0OEESP;C99;2;0
C6860;RALN;OE;0OEESP;C99;1;0
C7609;RALN;OE;0OEESP;C03;0;1
C5100;RALN;OE;0OEESP;C21;1;0
C7957;RALN;OE;0OEESP;C03;1;0
C4668;RALN;OE;0OEESP;C03;3;0
C6187;RALN;OE;0OEESP;C03;1;1
R9200;RALN;OE;0OEESP;C21;1;1
C1584;RALN;OE;0OEESP;C03;1;0
C6358;RALN;OE;0OEESP;C03;0;1
C5208;RALN;OE;0OEESP;C01;1;0
C3444;RALN;OE;0OEESP;C99;1;0
C12748;RALN;OE;0OEESP;C03;4;0
UC11856;RALN;OE;0OEESP;C18;0;1
C6190;RALN;OE;0OEESP;C03;1;0
C1400;RALN;OE;0OEESP;C01;1;0
C1400;RALN;OE;0OEESP;C99;1;0
ES10242;RALN;OE;0OEESP;C28;0;1
C7159;RALN;OE;0OEESP;C03;1;0
C6662;RALN;OE;0OEESP;C03;2;0
C5839;RALN;OE;0OEESP;C99;1;1
C2127;RALN;OE;0OEESP;C01;1;0
C4668;RALN;OE;0OEESP;C01;1;0
C7396;RALN;OE;0OEESP;C03;2;0
C1398;RALN;OE;0OEESP;C18;0;1
C6496;RALN;OE;0OEESP;C03;0;1
C7396;RALN;OE;0OEESP;C01;1;0
C6479;RALN;OE;0OEESP;C01;4;0
C1417;RALN;OE;0OEESP;C01;1;0
C3319;RALN;OE;0OEESP;C28;1;0
R9200;RALN;OE;0OEESP;C03;1;1
C5839;RALN;OE;0OEESP;C01;0;1
C6025;RALN;OE;0OEESP;C03;1;0
C7588;RALN;OE;0OEESP;C28;1;0
C4668;RALN;OE;0OEESP;C28;2;0
C744;RALN;OE;0OEESP;C03;1;0
C6514;RALN;OE;0OEESP;C03;0;1
C2612;RALN;OE;0OEESP;C21;1;0
C8228;RALN;OE;0OEESP;C03;1;0
C8089;RALN;OE;0OEESP;C01;1;0
C6930;RALN;OE;0OEESP;C03;1;0
C1400;RALN;OE;0OEESP;C03;1;0
C5159;RALN;OE;0OEESP;C03;1;0
C6512;RALN;OE;0OEESP;C01;1;0
C7258;RALN;OE;0OEESP;C03;0;1
C6867;RALN;OE;0OEESP;C18;1;0
C7987;RALN;OE;0OEESP;C03;1;0
C2058;RALN;OE;0OEESP;C01;0;1
C4124;RALN;OE;0OEESP;C01;1;2
C1120;RALN;OE;0OEESP;C99;1;0
C1191;RALN;OE;0OEESP;C01;1;0
C2058;RALN;OE;0OEESP;C03;0;1
C3087;RALN;OE;0OEESP;C28;0;1
C277;RALN;OE;0OEESP;C01;0;3
C4124;RALN;OE;0OEESP;C03;1;0
C7258;RALN;OE;0OEESP;C01;0;1
C7451;RALN;OE;0OEESP;C21;0;1
C7451;RALN;OE;0OEESP;C01;1;1
C7451;RALN;OE;0OEESP;C03;3;0
C4643;RALN;OE;0OEESP;C03;1;0
C2960;RALN;OE;0OEESP;C03;1;0
C4627;RALN;OE;0OEESP;C99;0;1
C7821;RALN;OE;0OEESP;C99;1;0
C3753;RALN;OE;0OEESP;C18;1;0
C7877;RALN;OE;0OEESP;C03;1;0
C5924;RALN;OE;0OEESP;C01;3;0
C4798;RALN;OE;0OEESP;C01;1;0
C5914;RALN;OE;0OEESP;C01;0;1
C5672;RALN;OE;0OEESP;C03;1;0
C3282;RALN;OE;0OEESP;C03;0;1
C7404;RALN;OE;0OEESP;C03;2;1
C7877;RALN;OE;0OEESP;C01;2;1
C5849;RALN;OE;0OEESP;C03;0;1
C4053;RALN;OE;0OEESP;C03;1;0
C4564;RALN;OE;0OEESP;C18;1;0
C6022;RALN;OE;0OEESP;C99;0;1
C3297;RALN;OE;0OEESP;C18;1;0
C3504;RALN;OE;0OEESP;C03;1;0
C6479;RALN;OE;0OEESP;C03;1;0
C12753;RALN;OE;0OEESP;C01;1;0
C5187;RALN;OE;0OEESP;C03;1;0
C2385;RALN;OE;0OEESP;C01;2;0
C435;RALN;OE;0OEESP;C01;0;1
C6608;RALN;OE;0OEESP;C01;0;1
C3566;RALN;OE;0OEESP;C01;1;0
C6963;RALN;OE;0OEESP;C18;0;1
C6005;RALN;OE;0OEESP;C99;1;0
C7270;RALN;OE;0OEESP;C03;1;0
C403;RALN;OE;0OEESP;C03;1;1
C6963;RALN;OE;0OEESP;C03;2;0
C4564;RALN;OE;0OEESP;C03;1;0
C473;RALN;OE;0OEESP;C25;1;0
C6796;RALN;OE;0OEESP;C99;1;2
C1111;RALN;OE;0OEESP;C03;1;0
C1560;RALN;OE;0OEESP;C21;1;0
C1560;RALN;OE;0OEESP;C28;2;0
C4756;RALN;OE;0OEESP;C28;0;1
C1560;RALN;OE;0OEESP;C03;1;0
C4564;RALN;OE;0OEESP;C28;2;0
UC12533;RALN;OE;0OEESP;C18;0;1
C5518;RALN;OE;0OEESP;C01;0;1
C5961;RALN;OE;0OEESP;C03;1;0
CS9920;RALN;OE;0OEESP;C01;0;2
C256;RALN;OE;0OEESP;C03;0;1
C4756;RALN;OE;0OEESP;C03;1;0
C5961;RALN;OE;0OEESP;C99;1;0
C7537;RALN;OE;0OEESP;C03;1;0
C473;RALN;OE;0OEESP;C19;1;0
C2560;RALN;OE;0OEESP;C99;1;0
C4209;RALN;OE;0OEESP;C28;1;0
D8329;RALN;OE;0OEESP;C01;1;0
C7647;RALN;OE;0OEESP;C01;1;0
V9761;RALN;OE;0OEESP;C03;0;1
IP11839;RALN;OE;0OEESP;C03;0;1
C4781;RALN;OE;0OEESP;C03;0;1
C4422;RALN;OE;0OEESP;C03;2;0
C3173;RALN;OE;0OEESP;C01;1;0
C3550;RALN;OE;0OEESP;C28;1;0
C2388;RALN;OE;0OEESP;C03;1;0
C1163;RALN;OE;0OEESP;C01;1;1
C7507;RALN;OE;0OEESP;C03;1;0
C3886;RALN;OE;0OEESP;C99;1;0
CM9114;RALN;OE;0OEESP;C03;3;0
C7592;RALN;OE;0OEESP;C01;0;1
CM9114;RALN;OE;0OEESP;C01;0;1
C5208;RALN;OE;0OEESP;C03;1;0
CM9114;RALN;OE;0OEESP;C21;5;1
C3872;RALN;OE;0OEESP;C01;1;0
C3872;RALN;OE;0OEESP;C03;0;1
C7647;RALN;OE;0OEESP;C21;1;0
C6904;RALN;OE;0OEESP;C01;6;0
C4991;RALN;OE;0OEESP;C03;1;0
CM9114;RALN;OE;0OEESP;C25;1;0
C6904;RALN;OE;0OEESP;C03;0;1
C6904;RALN;OE;0OEESP;C28;0;1
C5060;RALN;OE;0OEESP;C01;1;0
C4314;RALN;OE;0OEESP;C99;0;1
C4863;RALN;OE;0OEESP;C01;2;0
C1005;RALN;OE;0OEESP;C03;1;0
CM9114;RALN;OE;0OEESP;C28;3;0
C6904;RALN;OE;0OEESP;C21;1;0
C5893;RALN;OE;0OEESP;C01;1;0
C3195;RALN;OE;0OEESP;C01;2;0
C5515;RALN;OE;0OEESP;C03;1;0
P9057;RALN;OE;0OEESP;C99;1;0
C2383;RALN;OE;0OEESP;C01;1;0
C1081;RALN;OE;0OEESP;C01;0;1
C4644;RALN;OE;0OEESP;C21;1;0
C3567;RALN;OE;0OEESP;C01;1;0
C2587;RALN;OE;0OEESP;C01;1;0
C5650;RALN;OE;0OEESP;C03;1;0
C2383;RALN;OE;0OEESP;C28;1;0
C1081;RALN;OE;0OEESP;C21;3;0
C5778;RALN;OE;0OEESP;C03;0;1
C5858;RALN;OE;0OEESP;C03;0;1
C3816;RALN;OE;0OEESP;C03;1;0
C7172;RALN;OE;0OEESP;C03;0;1
C5593;RALN;OE;0OEESP;C03;1;0
C2383;RALN;OE;0OEESP;C03;1;3
C1847;RALN;OE;0OEESP;C03;1;0
C4496;RALN;OE;0OEESP;C03;2;0
C8071;RALN;OE;0OEESP;C18;1;0
C3841;RALN;OE;0OEESP;C28;1;0
P9057;RALN;OE;0OEESP;C01;6;0
V9722;RALN;OE;0OEESP;C01;0;1
P9057;RALN;OE;0OEESP;C03;4;0
C7172;RALN;OE;0OEESP;C28;1;0
C4063;RALN;OE;0OEESP;C18;1;0
C3859;RALN;OE;0OEESP;C01;1;0
C3972;RALN;OE;0OEESP;C18;1;0
C789;RALN;OE;0OEESP;C03;0;1
C2546;RALN;OE;0OEESP;C03;2;2
C2546;RALN;OE;0OEESP;C21;1;0
C1236;RALN;OE;0OEESP;C03;1;2
C1236;RALN;OE;0OEESP;C28;0;2
C7816;RALN;OE;0OEESP;C01;0;1
C4094;RALN;OE;0OEESP;C03;0;1
PA11069;RALN;OE;0OEESP;C28;1;0
C349;RALN;OE;0OEESP;C01;1;0
C2383;RALN;OE;0OEESP;C21;1;0
C5336;RALN;OE;0OEESP;C03;2;1
C5336;RALN;OE;0OEESP;C21;6;0
C4060;RALN;OE;0OEESP;C03;1;0
C5336;RALN;OE;0OEESP;C18;0;1
C11978;RALN;OE;0OEESP;C03;0;1
C5461;RALN;OE;0OEESP;C03;3;0
C5866;RALN;OE;0OEESP;C03;1;0
C2756;RALN;OE;0OEESP;C03;1;0
C5336;RALN;OE;0OEESP;C28;4;2
C835;RALN;OE;0OEESP;C99;1;0
C3146;RALN;OE;0OEESP;C28;1;1
C2756;RALN;OE;0OEESP;C99;0;1
C3146;RALN;OE;0OEESP;C03;1;1
N10728;RALN;OE;0OEESP;C03;1;0
P9054;RALN;OE;0OEESP;C01;5;0
C6910;RALN;OE;0OEESP;C18;1;0
C1520;RALN;OE;0OEESP;C03;3;1
C5461;RALN;OE;0OEESP;C18;0;1
C6249;RALN;OE;0OEESP;C01;0;1
UC10148;RALN;OE;0OEESP;C01;0;1
UC9848;RALN;OE;0OEESP;C03;0;1
C1810;RALN;OE;0OEESP;C01;0;1
C4871;RALN;OE;0OEESP;C03;1;0
C5351;RALN;OE;0OEESP;C03;0;1
C3127;RALN;OE;0OEESP;C03;1;0
C6120;RALN;OE;0OEESP;C18;1;0
C4457;RALN;OE;0OEESP;C99;2;0
C5336;RALN;OE;0OEESP;C01;2;6
P9054;RALN;OE;0OEESP;C03;1;0
P9054;RALN;OE;0OEESP;C99;1;0
C7475;RALN;OE;0OEESP;C99;0;1
C4836;RALN;OE;0OEESP;C99;0;1
C7015;RALN;OE;0OEESP;C03;0;1
C736;RALN;OE;0OEESP;C03;1;0
C6294;RALN;OE;0OEESP;C03;1;0
C1933;RALN;OE;0OEESP;C03;1;0
C7504;RALN;OE;0OEESP;C03;2;0
C6892;RALN;OE;0OEESP;C18;2;0
C1776;RALN;OE;0OEESP;C99;1;0
C6892;RALN;OE;0OEESP;C03;1;0
C730;RALN;OE;0OEESP;C03;1;1
C7504;RALN;OE;0OEESP;C01;1;0
C2977;RALN;OE;0OEESP;C18;1;0
C5557;RALN;OE;0OEESP;C28;1;0
C1913;RALN;OE;0OEESP;C18;0;1
C5633;RALN;OE;0OEESP;C01;0;1
C1776;RALN;OE;0OEESP;C03;0;1
C7760;RALN;OE;0OEESP;C03;1;0
C2652;RALN;OE;0OEESP;C03;1;0
C2115;RALN;OE;0OEESP;C28;0;1
C5557;RALN;OE;0OEESP;C01;0;1
C7666;RALN;OE;0OEESP;C01;1;0
C7666;RALN;OE;0OEESP;C03;2;0
C794;RALN;OE;0OEESP;C01;0;1
C1785;RALN;OE;0OEESP;C18;1;0
ER11953;RALN;OE;0OEESP;C03;1;0
ER11953;RALN;OE;0OEESP;C25;1;0
C6310;RALN;OE;0OEESP;C28;2;1
C7010;RALN;OE;0OEESP;C01;1;0
C6310;RALN;OE;0OEESP;C21;3;0
C2350;RALN;OE;0OEESP;C03;4;1
C7010;RALN;OE;0OEESP;C03;1;0
C654;RALN;OE;0OEESP;C03;1;0
C2202;RALN;OE;0OEESP;C25;1;0
C1189;RALN;OE;0OEESP;C01;1;0
C2350;RALN;OE;0OEESP;C01;1;0
C2350;RALN;OE;0OEESP;C28;0;1
C6680;RALN;OE;0OEESP;C03;0;1
C6867;RALN;OE;0OEESP;C28;0;2
C2202;RALN;OE;0OEESP;C03;1;1
C6892;RALN;OE;0OEESP;C28;1;0
C8299;RALN;OE;0OEESP;C99;1;0
C1169;RALN;OE;0OEESP;C01;0;1
C1485;RALN;OE;0OEESP;C01;2;0
C1169;RALN;OE;0OEESP;C03;0;1
C4350;RALN;OE;0OEESP;C03;1;0
C3728;RALN;OE;0OEESP;C01;1;2
C3972;RALN;OE;0OEESP;C99;1;0
C6819;RALN;OE;0OEESP;C03;0;1
C4063;RALN;OE;0OEESP;C01;2;0
C5029;RALN;OE;0OEESP;C03;0;1
C7865;RALN;OE;0OEESP;C03;0;1
C3972;RALN;OE;0OEESP;C03;3;1
C1745;RALN;OE;0OEESP;C01;1;1
C3728;RALN;OE;0OEESP;C03;2;3
C6314;RALN;OE;0OEESP;C03;1;0
C730;RALN;OE;0OEESP;C01;1;0
C5467;RALN;OE;0OEESP;C01;1;0
C7360;RALN;OE;0OEESP;C03;0;1
C5738;RALN;OE;0OEESP;C03;1;0
C4616;RALN;OE;0OEESP;C21;1;0
C7360;RALN;OE;0OEESP;C01;0;1
C5738;RALN;OE;0OEESP;C28;1;0
C1933;RALN;OE;0OEESP;C01;0;1
C3889;RALN;OE;0OEESP;C03;1;0
UC11082;RALN;OE;0OEESP;C28;0;1
P9106;RALN;OE;0OEESP;C03;4;1
UC11082;RALN;OE;0OEESP;C03;0;1
C2382;RALN;OE;0OEESP;C03;1;1
C2114;RALN;OE;0OEESP;C03;1;0
C1107;RALN;OE;0OEESP;C28;1;0
C2626;RALN;OE;0OEESP;C03;0;1
C4671;RALN;OE;0OEESP;C18;1;0
C1595;RALN;OE;0OEESP;C03;1;0
C7758;RALN;OE;0OEESP;C99;0;1
C6745;RALN;OE;0OEESP;C03;1;0
C2286;RALN;OE;0OEESP;C03;2;0
UC12471;RALN;OE;0OEESP;C28;1;1
C1636;RALN;OE;0OEESP;C03;0;1
C4963;RALN;OE;0OEESP;C03;1;1
UC12471;RALN;OE;0OEESP;C03;1;0
C3256;RALN;OE;0OEESP;C99;1;0
C4299;RALN;OE;0OEESP;C01;0;1
C4749;RALN;OE;0OEESP;C99;0;2
C7972;RALN;OE;0OEESP;C03;2;0
C4335;RALN;OE;0OEESP;C03;1;0
C3592;RALN;OE;0OEESP;C01;1;0
C4577;RALN;OE;0OEESP;C01;1;0
C8131;RALN;OE;0OEESP;C03;1;0
C980;RALN;OE;0OEESP;C01;1;0
C1939;RALN;OE;0OEESP;C03;1;0
C5171;RALN;OE;0OEESP;C01;1;1
C2497;RALN;OE;0OEESP;C01;0;1
C7431;RALN;OE;0OEESP;C03;1;0
C7813;RALN;OE;0OEESP;C99;0;1
C6395;RALN;OE;0OEESP;C18;1;0
C2387;RALN;OE;0OEESP;C01;0;1
V12811;RALN;OE;0OEESP;C03;1;1
C7813;RALN;OE;0OEESP;C03;0;2
C4751;RALN;OE;0OEESP;C99;1;0
V12811;RALN;OE;0OEESP;C01;0;2
C798;RALN;OE;0OEESP;C03;0;1
C360;RALN;OE;0OEESP;C01;1;0
C2937;RALN;OE;0OEESP;C01;1;1
C4666;RALN;OE;0OEESP;C01;1;0
C4850;RALN;OE;0OEESP;C01;1;0
IP10523;RALN;OE;0OEESP;C28;2;1
C6395;RALN;OE;0OEESP;C01;1;0
V14191;RALN;OE;0OEESP;C03;1;0
C5081;RALN;OE;0OEESP;C03;2;0
C6262;RALN;OE;0OEESP;C19;1;0
C4850;RALN;OE;0OEESP;C28;1;0
UC10240;RALN;OE;0OEESP;C18;8;13
C496;RALN;OE;0OEESP;C01;1;0
C4963;RALN;OE;0OEESP;C18;1;0
C4045;RALN;OE;0OEESP;C99;1;0
C6630;RALN;OE;0OEESP;C25;1;0
C6008;RALN;OE;0OEESP;C01;0;1
C6630;RALN;OE;0OEESP;C01;0;2
C6008;RALN;OE;0OEESP;C28;0;1
C6237;RALN;OE;0OEESP;C21;3;0
C6237;RALN;OE;0OEESP;C03;1;0
C5530;RALN;OE;0OEESP;C03;2;0
C4419;RALN;OE;0OEESP;C99;1;0
C1315;RALN;OE;0OEESP;C01;1;0
UC10240;RALN;OE;0OEESP;C01;0;1
C5346;RALN;OE;0OEESP;C03;0;1
C4419;RALN;OE;0OEESP;C03;0;1
C833;RALN;OE;0OEESP;C01;0;1
C1386;RALN;OE;0OEESP;C28;1;0
C4621;RALN;OE;0OEESP;C01;1;0
C2704;RALN;OE;0OEESP;C99;0;1
C8059;RALN;OE;0OEESP;C03;1;0
C3105;RALN;OE;0OEESP;C01;1;0
C4779;RALN;OE;0OEESP;C01;0;1
C3541;RALN;OE;0OEESP;C01;3;0
UC12426;RALN;OE;0OEESP;C99;2;0
C4779;RALN;OE;0OEESP;C03;1;1
C6630;RALN;OE;0OEESP;C03;1;1
IP10435;RALN;OE;0OEESP;C01;0;1
R9209;RALN;OE;0OEESP;C99;1;0
C6856;RALN;OE;0OEESP;C03;1;0
R9209;RALN;OE;0OEESP;C01;2;5
R9209;RALN;OE;0OEESP;C18;0;2
R9209;RALN;OE;0OEESP;C03;23;15
C1222;RALN;OE;0OEESP;C03;1;2
C4577;RALN;OE;0OEESP;C03;0;1
C7282;RALN;OE;0OEESP;C01;0;1
C7070;RALN;OE;0OEESP;C03;4;0
C1304;RALN;OE;0OEESP;C28;1;0
C310;RALN;OE;0OEESP;C28;0;1
C1677;RALN;OE;0OEESP;C03;1;0
C2097;RALN;OE;0OEESP;C03;1;0
C4624;RALN;OE;0OEESP;C99;1;0
C1724;RALN;OE;0OEESP;C01;1;0
C1133;RALN;OE;0OEESP;C03;0;2
C1133;RALN;OE;0OEESP;C28;0;1
C1304;RALN;OE;0OEESP;C03;1;0
C7366;RALN;OE;0OEESP;C18;1;0
C1724;RALN;OE;0OEESP;C03;0;1
C6103;RALN;OE;0OEESP;C03;1;1
C3291;RALN;OE;0OEESP;C03;1;0
C7366;RALN;OE;0OEESP;C28;1;0
C3781;RALN;OE;0OEESP;C01;0;1
C6651;RALN;OE;0OEESP;C03;0;2
C4624;RALN;OE;0OEESP;C01;0;1
C5386;RALN;OE;0OEESP;C28;1;0
C4375;RALN;OE;0OEESP;C01;1;0
C5048;RALN;OE;0OEESP;C01;2;0
C5386;RALN;OE;0OEESP;C03;5;6
C7428;RALN;OE;0OEESP;C03;0;1
C3793;RALN;OE;0OEESP;C01;0;1
C2956;RALN;OE;0OEESP;C03;1;0
C4624;RALN;OE;0OEESP;C03;1;0
C5386;RALN;OE;0OEESP;C99;0;1
C910;RALN;OE;0OEESP;C99;0;2
C1576;RALN;OE;0OEESP;C03;0;1
C5386;RALN;OE;0OEESP;C01;0;2
C910;RALN;OE;0OEESP;C03;0;4
C956;RALN;OE;0OEESP;C99;0;1
C910;RALN;OE;0OEESP;C01;0;1
C5584;RALN;OE;0OEESP;C03;1;0
C8298;RALN;OE;0OEESP;C01;1;0
C1010;RALN;OE;0OEESP;C99;1;0
C1304;RALN;OE;0OEESP;C18;0;1
C526;RALN;OE;0OEESP;C03;1;0
C1010;RALN;OE;0OEESP;C01;0;1
C3374;RALN;OE;0OEESP;C01;1;0
C7717;RALN;OE;0OEESP;C03;0;1
C8298;RALN;OE;0OEESP;C03;1;0
C3374;RALN;OE;0OEESP;C03;1;0
C2064;RALN;OE;0OEESP;C03;0;1
C5016;RALN;OE;0OEESP;C03;1;0
C3187;RALN;OE;0OEESP;C01;1;1
C6973;RALN;OE;0OEESP;C99;0;1
C4050;RALN;OE;0OEESP;C03;1;0
IP10259;RALN;OE;0OEESP;C28;0;3
C1010;RALN;OE;0OEESP;C03;1;0
C3374;RALN;OE;0OEESP;C99;1;0
C2064;RALN;OE;0OEESP;C01;0;1
C7747;RALN;OE;0OEESP;C28;2;0
C402;RALN;OE;0OEESP;C03;0;1
C7747;RALN;OE;0OEESP;C03;1;0
C7063;RALN;OE;0OEESP;C03;4;2
C7381;RALN;OE;0OEESP;C99;1;0
C2045;RALN;OE;0OEESP;C03;3;1
C7063;RALN;OE;0OEESP;C18;2;0
C1342;RALN;OE;0OEESP;C03;0;1
C4312;RALN;OE;0OEESP;C19;0;1
C6491;RALN;OE;0OEESP;C01;1;0
C4458;RALN;OE;0OEESP;C03;0;1
UC12798;RALN;OE;0OEESP;C03;0;1
C526;RALN;OE;0OEESP;C19;1;0
C4312;RALN;OE;0OEESP;C99;0;1
C1182;RALN;OE;0OEESP;C99;1;0
C3159;RALN;OE;0OEESP;C21;1;0
C3637;RALN;OE;0OEESP;C01;1;0
C1636;RALN;OE;0OEESP;C18;1;0
C6317;RALN;OE;0OEESP;C01;0;1
C1063;RALN;OE;0OEESP;C03;1;0
C6870;RALN;OE;0OEESP;C01;0;1
C786;RALN;OE;0OEESP;C03;0;1
C3688;RALN;OE;0OEESP;C99;0;1
C2077;RALN;OE;0OEESP;C01;3;1
C4911;RALN;OE;0OEESP;C01;1;0
C6194;RALN;OE;0OEESP;C17;1;0
C2353;RALN;OE;0OEESP;C01;1;0
C3198;RALN;OE;0OEESP;C99;0;1
C2129;RALN;OE;0OEESP;C01;1;0
C8284;RALN;OE;0OEESP;C01;1;0
C6194;RALN;OE;0OEESP;C01;1;0
C1325;RALN;OE;0OEESP;C01;2;0
C2193;RALN;OE;0OEESP;C99;2;0
C3059;RALN;OE;0OEESP;C99;1;0
C3131;RALN;OE;0OEESP;C99;1;0
C7668;RALN;OE;0OEESP;C18;0;1
N10838;RALN;OE;0OEESP;C03;1;0
C6541;RALN;OE;0OEESP;C18;1;0
C4911;RALN;OE;0OEESP;C03;0;1
P9115;RALN;OE;0OEESP;C01;1;0
C5226;RALN;OE;0OEESP;C01;2;1
P9115;RALN;OE;0OEESP;C03;4;0
C6408;RALN;OE;0OEESP;C01;1;0
C5226;RALN;OE;0OEESP;C03;3;5
C5861;RALN;OE;0OEESP;C01;2;0
C3251;RALN;OE;0OEESP;C01;1;0
UC12466;RALN;OE;0OEESP;C18;2;1
C1063;RALN;OE;0OEESP;C01;1;0
C5226;RALN;OE;0OEESP;C21;1;0
C5861;RALN;OE;0OEESP;C25;1;0
C5304;RALN;OE;0OEESP;C18;1;0
C3251;RALN;OE;0OEESP;C28;1;1
C225;RALN;OE;0OEESP;C03;4;0
C780;RALN;OE;0OEESP;C99;0;1
C1862;RALN;OE;0OEESP;C01;2;0
C4144;RALN;OE;0OEESP;C01;1;0
C2528;RALN;OE;0OEESP;C28;1;0
C259;RALN;OE;0OEESP;C01;1;0
C4658;RALN;OE;0OEESP;C03;1;1
C5163;RALN;OE;0OEESP;C25;1;0
V9770;RALN;OE;0OEESP;C18;1;2
C5916;RALN;OE;0OEESP;C01;0;3
C3203;RALN;OE;0OEESP;C03;1;1
C312;RALN;OE;0OEESP;C03;1;0
C12230;RALN;OE;0OEESP;C03;0;1
C7344;RALN;OE;0OEESP;C01;0;1
C4878;RALN;OE;0OEESP;C01;0;1
C7205;RALN;OE;0OEESP;C28;1;0
C12230;RALN;OE;0OEESP;C18;1;0
C12761;RALN;OE;0OEESP;C28;1;0
C922;RALN;OE;0OEESP;C01;1;1
C1862;RALN;OE;0OEESP;C99;1;0
C6503;RALN;OE;0OEESP;C03;2;0
C4361;RALN;OE;0OEESP;C99;0;1
C3288;RALN;OE;0OEESP;C03;0;1
C6503;RALN;OE;0OEESP;C99;1;0
C3059;RALN;OE;0OEESP;C01;1;0
C7204;RALN;OE;0OEESP;C28;1;0
C5163;RALN;OE;0OEESP;C28;1;0
C5909;RALN;OE;0OEESP;C03;1;0
C5909;RALN;OE;0OEESP;C99;1;0
C305;RALN;OE;0OEESP;C21;1;1
C305;RALN;OE;0OEESP;C03;0;1
C5163;RALN;OE;0OEESP;C21;1;0
C5339;RALN;OE;0OEESP;C28;0;1
C1325;RALN;OE;0OEESP;C03;4;0
C5163;RALN;OE;0OEESP;C03;1;1
C8128;RALN;OE;0OEESP;C03;1;0
C3592;RALN;OE;0OEESP;C03;2;0
C4446;RALN;OE;0OEESP;C21;0;1
C6255;RALN;OE;0OEESP;C18;0;1
C6676;RALN;OE;0OEESP;C03;1;0
P9115;RALN;OE;0OEESP;C99;1;1
C5569;RALN;OE;0OEESP;C01;0;1
V14247;RALN;OE;0OEESP;C03;1;0
C1825;RALN;OE;0OEESP;C01;0;1
CM12343;RALN;OE;0OEESP;C99;2;0
V14220;RALN;OE;0OEESP;C01;0;1
CM12343;RALN;OE;0OEESP;C21;1;0
P9111;RALN;OE;0OEESP;C28;0;1
P9111;RALN;OE;0OEESP;C99;1;0
V14247;RALN;OE;0OEESP;C99;0;1
ES157;RALN;OE;0OEESP;C03;1;0
C3688;RALN;OE;0OEESP;C03;0;1
C7201;RALN;OE;0OEESP;C99;2;0
C3903;RALN;OE;0OEESP;C18;1;0
C7802;RALN;OE;0OEESP;C28;0;1
C2516;RALN;OE;0OEESP;C03;1;0
UC12756;RALN;OE;0OEESP;C03;1;0
C2008;RALN;OE;0OEESP;C21;0;1
C2118;RALN;OE;0OEESP;C03;1;0
N8734;RALN;OE;0OEESP;C28;0;1
C5346;RALN;OE;0OEESP;C18;1;0
C4687;RALN;OE;0OEESP;C03;1;0
C338;RALN;OE;0OEESP;C01;0;1
C2038;RALN;OE;0OEESP;C03;1;1
C6635;RALN;OE;0OEESP;C01;1;0
C980;RALN;OE;0OEESP;C03;0;1
C4776;RALN;OE;0OEESP;C01;1;0
C4339;RALN;OE;0OEESP;C01;2;3
C4902;RALN;OE;0OEESP;C18;1;0
C4902;RALN;OE;0OEESP;C01;1;0
C3592;RALN;OE;0OEESP;C99;1;1
P9111;RALN;OE;0OEESP;C03;1;1
CM12343;RALN;OE;0OEESP;C03;3;3
C6255;RALN;OE;0OEESP;C01;1;0
C5622;RALN;OE;0OEESP;C01;0;1
C2169;RALN;OE;0OEESP;C03;0;1
C5663;RALN;OE;0OEESP;C03;1;0
IP10655;RALN;OE;0OEESP;C28;0;2
C8047;RALN;OE;0OEESP;C01;1;0
C3425;RALN;OE;0OEESP;C01;1;0
C1325;RALN;OE;0OEESP;C19;1;0
C2847;RALN;OE;0OEESP;C28;0;2
C12509;RALN;OE;0OEESP;C03;0;1
D8344;RALN;OE;0OEESP;C18;1;0
CM12343;RALN;OE;0OEESP;C18;1;1
C7613;RALN;OE;0OEESP;C01;1;0
IP10655;RALN;OE;0OEESP;C03;0;4
CM12343;RALN;OE;0OEESP;C01;0;3
C6488;RALN;OE;0OEESP;C28;1;0
C2074;RALN;OE;0OEESP;C01;2;0
C2074;RALN;OE;0OEESP;C03;1;0
C7248;RALN;OE;0OEESP;C21;0;1
C8155;RALN;OE;0OEESP;C03;1;1
C3687;RALN;OE;0OEESP;C19;0;1
C3149;RALN;OE;0OEESP;C03;1;0
C6938;RALN;OE;0OEESP;C01;0;3
C6938;RALN;OE;0OEESP;C03;1;1
IP10579;RALN;OE;0OEESP;C03;1;1
