ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
U10750;SSNA;ND;AT;0;0;5;2;12;0;0;0;0;0
U10750;SSNA;ND;OP;0;0;233;145;185;95;0;0;0;0
U10750;SSNA;ND;MV;0;0;1;0;35;28;0;0;0;0
U10750;SSNA;ND;PF;0;0;471;616;400;475;0;0;0;0
U10750;SSNA;ND;BI;0;0;4;5;5;5;0;0;0;0
U10750;SSNA;ND;MD;0;0;204;146;215;161;0;0;0;0
U10750;SSNA;ND;PT;0;0;1;0;1;0;0;0;0;0
U10520;SSNA;ND;PS;0;0;0;0;0;3;0;0;0;0
U10520;SSNA;ND;PT;0;0;6;11;3;0;3;1;0;0
U10520;SSNA;ND;FM;0;0;0;0;0;5;0;0;0;0
U10520;SSNA;ND;DT;0;0;0;0;0;0;1;1;0;0
U10520;SSNA;ND;AT;0;0;5;10;34;0;3;26;0;0
U10520;SSNA;ND;PF;0;0;223;946;260;751;11;18;0;0
U10520;SSNA;ND;MD;0;0;0;0;143;137;3;5;0;0
U10520;SSNA;ND;PL;0;0;0;0;0;0;0;1;0;0
U10520;SSNA;ND;OP;0;0;83;391;15;24;1;4;0;0
U10520;SSNA;ND;BI;0;0;0;0;1;2;0;0;0;0
U10520;SSNA;ND;MV;0;0;0;0;25;16;0;0;0;0
C2667;RALN;ND;IR;0;0;0;0;1;1;0;0;0;0
C3698;RALN;ND;OE;0;0;0;0;4;1;0;0;0;0
C2648;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C2648;RALN;ND;IR;0;0;2;2;1;3;0;2;0;0
P9029;RALN;ND;EQ;0;0;2;2;8;2;4;4;0;0
P9029;RALN;ND;OE;0;0;0;0;27;1;0;1;0;0
P9029;RALN;ND;IR;0;0;13;3;22;10;0;3;0;0
C7626;RALN;ND;IR;0;0;4;0;4;1;0;0;0;0
C7626;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C3688;RALN;ND;IR;0;0;11;13;1;6;0;0;0;0
C3688;RALN;ND;EQ;0;0;2;0;1;1;0;0;0;0
C3688;RALN;ND;OE;0;0;0;1;0;1;0;0;0;0
C1554;RALN;ND;IR;0;0;1;0;1;0;0;0;0;0
C1554;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
D8369;RALN;ND;EQ;0;0;9;5;0;0;0;0;0;0
D8369;RALN;ND;OE;0;0;1;1;0;0;0;0;0;0
D8369;RALN;ND;IR;0;0;3;4;0;0;0;0;0;0
C4683;RALN;ND;EQ;0;0;0;0;0;1;0;1;0;0
C4683;RALN;ND;IR;0;0;0;0;0;1;0;0;0;0
UC9994;RALN;ND;IR;3;31;32;17;0;0;0;2;0;0
UC9994;RALN;ND;OE;0;4;0;1;0;0;0;0;0;0
UC9994;RALN;ND;EQ;2;29;6;4;0;4;0;3;0;0
C6364;RALN;ND;IR;0;0;0;2;0;0;0;0;0;0
C728;PRBZ;NF;CA;0;0;2;0;2;0;0;0;0;0
P9088;RALN;ND;IR;2;0;0;0;47;1;10;13;0;0
P9088;RALN;ND;OE;3;0;0;0;7;0;2;13;0;0
P9088;RALN;ND;EQ;0;0;0;0;89;0;6;25;0;0
C1184;REVA;NF;CB;0;1;0;0;0;0;0;0;0;0
C1184;REVA;NF;CC;0;0;0;0;0;0;0;1;0;0
C3113;RALN;ND;IR;0;0;22;4;1;5;0;0;0;0
C4671;RALN;ND;IR;0;0;3;1;0;1;0;0;0;0
C2546;RALN;ND;OE;0;0;0;0;10;0;1;5;0;0
C2546;RALN;ND;EQ;0;0;5;2;0;0;1;10;0;0
C2546;RALN;ND;IR;0;0;13;5;4;0;3;10;0;0
C1560;RALN;ND;OE;0;0;0;0;7;0;0;0;0;0
C1560;RALN;ND;IR;0;0;1;2;0;0;0;0;0;0
C4564;RALN;ND;IR;0;0;5;2;0;1;0;0;0;0
C4564;RALN;ND;EQ;0;0;0;1;1;1;0;0;0;0
C4597;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C4597;RALN;ND;IR;0;0;4;1;0;0;0;0;0;0
CS10271;RALN;ND;EQ;0;0;0;0;0;0;4;8;0;0
CS10271;RALN;ND;IR;0;1;0;0;0;0;1;3;0;0
C2500;RALN;ND;OP;0;0;0;2;0;0;0;1;0;0
C2500;RALN;ND;OE;0;0;0;1;0;0;2;5;0;0
C2500;RALN;ND;EQ;0;0;4;1;4;1;14;26;0;0
C2500;RALN;ND;IR;0;0;22;20;21;12;15;30;0;0
IR9962;ERIC;ND;8L;0;0;0;0;0;0;1;2;0;0
IR9962;ERIC;ND;5L;0;0;0;0;0;0;1;2;0;0
IR9962;ERIC;ND;TC;0;0;0;0;0;0;2;0;0;0
IR9962;ERIC;ND;7L;0;0;0;0;0;0;34;39;0;0
IR9962;ERIC;ND;6L;0;0;0;0;0;0;13;17;0;0
U12256;SSNA;ND;DP;0;0;0;0;0;0;0;1;0;0
U12256;SSNA;ND;MV;0;0;9;6;9;6;0;0;0;0
U12256;SSNA;ND;MD;0;0;135;157;108;110;0;0;0;0
U12256;SSNA;ND;DT;0;0;0;0;0;0;1;0;0;0
U12256;SSNA;ND;FM;0;0;1;4;1;4;0;0;0;0
U12256;SSNA;ND;BI;0;0;1;7;1;7;0;0;0;0
U12256;SSNA;ND;PF;0;0;94;281;68;144;7;26;0;0
U12256;SSNA;ND;PT;0;0;1;0;0;0;3;6;0;0
U12256;SSNA;ND;PS;0;0;1;1;1;1;0;0;0;0
U12256;SSNA;ND;OP;0;0;27;28;19;32;0;2;0;0
U12256;SSNA;ND;AT;0;0;2;0;2;0;3;11;0;0
U12256;SSNA;ND;DA;0;0;0;0;0;0;0;4;0;0
N10874;PRTN;NF;CB;0;0;0;0;0;0;1;0;0;0
C204;RALN;ND;EQ;0;0;0;1;1;1;0;0;0;0
C204;RALN;ND;IR;0;0;12;2;13;6;0;0;0;0
C204;RALN;ND;OE;0;0;0;0;6;1;0;0;0;0
C2835;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C2835;RALN;ND;IR;0;0;2;4;0;3;0;1;0;0
C5474;RALN;ND;IR;0;0;2;1;2;0;0;0;0;0
C5474;RALN;ND;OE;0;0;0;0;6;0;0;0;0;0
C6945;RALN;ND;IR;0;0;2;1;2;1;0;0;0;0
C5154;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C5154;RALN;ND;IR;0;0;0;0;1;1;0;0;0;0
C2644;RALN;ND;IR;0;0;1;1;0;0;0;0;0;0
C6317;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C6317;RALN;ND;IR;0;0;2;1;1;0;0;0;0;0
C629;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C629;RALN;ND;IR;0;0;0;0;4;2;0;0;0;0
IP10843;SSNA;ND;PT;0;0;6;3;3;0;0;0;0;0
IP10843;SSNA;ND;OP;0;0;5;41;1;0;0;0;0;0
IP10843;SSNA;ND;PF;0;1;3;5;0;0;0;0;0;0
C2217;RALN;ND;IR;0;0;4;1;3;2;1;1;0;0
C2217;RALN;ND;OP;0;0;0;1;0;0;0;0;0;0
C2217;RALN;ND;OE;0;0;1;0;2;0;1;0;0;0
C2217;RALN;ND;EQ;0;0;1;0;2;0;1;0;0;0
C3591;RALN;ND;IR;0;0;0;0;0;0;4;17;0;0
C3591;RALN;ND;OE;0;0;2;2;0;0;0;2;0;0
C3591;RALN;ND;EQ;0;0;0;0;0;0;2;7;0;0
C849;RALN;ND;IR;0;0;24;8;0;0;0;0;0;0
C849;RALN;ND;OP;0;0;2;0;0;0;0;0;0;0
C849;RALN;ND;EQ;0;0;3;1;0;0;0;0;0;0
CS12591;LS13;NF;LI;0;1;0;0;0;0;3;40;0;0
C1465;RALN;ND;OE;0;0;0;13;0;0;0;0;0;0
C1465;RALN;ND;IR;0;0;0;0;0;1;0;0;0;0
C1465;RALN;ND;EQ;0;0;0;0;0;1;0;0;0;0
C5652;RALN;ND;IR;0;0;5;1;0;0;0;2;0;0
C5652;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C7646;REFR;SC;XB;0;0;19;9;17;5;2;0;0;0
C7646;REFR;SC;CA;0;0;7;2;2;1;1;0;0;0
C7646;REFR;SC;CB;0;0;27;25;22;3;20;129;0;0
C7646;REFR;SC;CC;0;0;40;27;32;22;84;247;0;0
C7646;REFR;SC;XA;0;0;159;47;123;29;2;0;0;0
C7646;REFR;SC;CD;0;0;1;4;4;1;70;212;0;0
C7646;REFR;SC;XS;0;0;1;0;1;0;0;0;0;0
C1795;RALN;ND;IR;0;0;9;2;2;0;0;0;0;0
C3482;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C5601;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
C5601;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C2636;RALN;ND;OE;0;0;0;6;22;2;0;0;0;0
C2636;RALN;ND;IR;0;0;2;13;3;15;0;0;0;0
C2636;RALN;ND;EQ;0;0;2;1;3;4;0;0;0;0
C1039;RALN;ND;IR;0;0;7;10;2;0;5;11;0;0
C1039;RALN;ND;EQ;0;0;1;1;1;0;0;13;0;0
C1039;RALN;ND;OE;0;0;1;1;4;0;0;5;0;0
C6239;RALN;ND;IR;0;0;0;0;1;1;0;7;0;0
C6239;RALN;ND;PC;0;0;0;0;0;0;0;1;0;0
C6239;RALN;ND;OE;0;0;0;0;7;1;0;0;0;0
C6239;RALN;ND;EQ;0;0;0;0;2;0;0;1;0;0
C452;RALN;ND;OE;0;0;0;0;9;0;0;0;0;0
C452;RALN;ND;IR;0;0;4;4;4;6;0;1;0;0
C452;RALN;ND;EQ;0;0;0;2;2;4;1;0;0;0
CM9084;RALN;ND;IR;0;0;11;4;24;3;1;1;0;0
CM9084;RALN;ND;OE;0;0;42;16;50;4;5;7;0;0
CM9084;RALN;ND;EQ;0;0;3;0;4;0;0;3;0;0
C8296;RALN;ND;IR;0;0;3;0;4;1;0;0;0;0
Q9161;UNIV;ND;CB;0;0;10;9;0;0;1;1;0;0
Q9161;UNIV;ND;CC;0;0;72;51;0;0;32;70;0;0
Q9161;UNIV;ND;CE;0;0;1;2;0;0;1;0;0;0
Q9161;UNIV;ND;CD;0;0;14;21;0;0;16;42;0;0
P9070;RALN;ND;IR;0;0;1;1;3;1;2;5;0;0
P9070;RALN;ND;OE;0;0;0;0;7;0;0;0;0;0
P9070;RALN;ND;EQ;0;0;2;0;3;1;4;4;0;0
C1856;RALN;ND;EQ;0;0;4;3;0;0;0;0;0;0
C1856;RALN;ND;OE;0;0;1;3;0;0;0;0;0;0
C1856;RALN;ND;IR;0;0;4;8;0;0;0;0;0;0
C1856;RALN;ND;OP;0;0;3;3;0;0;0;0;0;0
C2462;RALN;ND;IR;0;0;12;2;1;1;1;11;0;0
C2462;RALN;ND;OE;0;0;0;0;1;0;1;6;0;0
C2462;RALN;ND;EQ;0;0;2;0;1;0;0;4;0;0
C1562;RALN;ND;EQ;0;0;0;0;0;0;0;2;0;0
C1562;RALN;ND;IR;0;0;4;0;0;2;0;4;0;0
C5641;RALN;ND;OE;0;0;0;0;0;11;1;6;0;0
C5641;RALN;ND;IR;0;0;0;0;3;1;2;6;0;0
C5641;RALN;ND;EQ;0;0;0;0;2;1;4;8;0;0
C4928;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
C4928;RALN;ND;EQ;0;0;0;0;0;0;1;2;0;0
CS14258;RALN;ND;IR;0;0;0;0;0;0;0;8;0;0
CS14258;RALN;ND;EQ;0;0;0;0;0;0;1;14;0;0
CS14258;RALN;ND;OE;0;0;0;0;0;0;0;2;0;0
AP10042;SSNA;ND;DT;0;0;0;0;3;5;0;0;0;0
AP10042;SSNA;ND;AT;0;0;68;32;26;5;0;0;0;0
AP10042;SSNA;ND;OP;0;0;8;5;2;0;0;0;0;0
AP10042;SSNA;ND;PF;0;0;106;113;39;19;0;0;0;0
AP10042;SSNA;ND;BI;0;0;0;0;0;3;0;0;0;0
AP10042;SSNA;ND;CH;0;0;0;0;3;4;0;0;0;0
AP10042;SSNA;ND;PT;0;0;4;3;2;0;0;0;0;0
Q9168;UNIV;ND;CC;0;0;4;12;0;0;49;163;0;0
Q9168;UNIV;ND;CD;0;0;0;3;0;0;38;125;0;0
Q9168;UNIV;ND;CE;0;0;0;0;0;0;8;13;0;0
Q9168;UNIV;ND;CB;0;0;9;8;0;0;0;10;0;0
C1602;RALN;ND;OE;0;1;0;0;0;0;0;0;0;0
C1602;RALN;ND;IR;1;0;0;0;0;0;0;0;0;0
C8233;REFR;SC;XA;0;0;2;1;0;0;0;0;0;0
C5040;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
C7850;RALN;ND;OE;1;1;0;0;7;0;0;0;0;0
C7850;RALN;ND;IR;18;32;43;24;48;23;0;0;0;0
C7850;RALN;ND;OP;3;14;2;3;17;2;0;0;0;0
C7850;RALN;ND;EQ;10;23;3;3;7;4;0;0;0;0
C7240;RALN;ND;IR;0;0;0;0;1;0;2;4;0;0
C7240;RALN;ND;OE;0;0;6;0;6;0;0;1;0;0
C7240;RALN;ND;EQ;0;0;0;0;0;0;0;3;0;0
C5131;RALN;ND;EQ;0;1;25;14;11;9;37;104;0;0
C5131;RALN;ND;OE;0;0;20;12;27;1;10;27;0;0
C5131;RALN;ND;IR;0;3;157;69;44;12;51;143;0;0
C5131;RALN;ND;OP;0;0;3;5;0;0;0;0;0;0
C8042;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C749;RALN;ND;IR;0;0;1;0;0;0;0;0;0;0
C1530;RALN;ND;IR;0;0;8;5;1;3;0;0;0;0
C1530;RALN;ND;OE;0;0;0;0;11;0;0;0;0;0
IP12287;RALN;ND;EQ;0;0;22;42;0;3;4;17;0;0
IP12287;RALN;ND;OE;0;0;63;142;0;0;1;8;0;0
IP12287;RALN;ND;IR;0;0;2;18;0;0;14;42;0;0
IP10991;PRTN;NF;CB;0;1;0;0;0;0;0;0;0;0
IP10991;PRTN;NF;CC;0;3;0;0;0;0;0;0;0;0
IP10991;PRTN;NF;CD;0;2;0;0;0;0;0;0;0;0
C1697;RALN;ND;IR;0;0;0;13;0;0;12;38;0;0
C1697;RALN;ND;OE;0;0;0;12;0;0;4;4;0;0
C1697;RALN;ND;EQ;0;0;0;0;0;0;14;17;0;0
IR8545;ERIC;ND;6L;18;39;169;70;153;29;448;371;0;0
IR8545;ERIC;ND;8L;2;3;9;6;6;1;22;30;0;0
IR8545;ERIC;ND;7L;5;15;52;34;15;9;114;209;0;0
IR8545;ERIC;ND;5L;11;37;46;59;59;22;191;381;0;0
IR8545;ERIC;ND;TC;9;53;0;8;3;1;397;481;0;0
IR8545;ERIC;ND;RI;33;44;4;1;4;6;1905;2105;0;0
IR8545;ERIC;ND;4L;8;13;72;44;110;23;206;197;0;0
C2439;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C2439;RALN;ND;IR;0;0;1;5;0;0;0;0;0;0
C4353;PRTN;NF;CC;0;0;4;3;0;0;0;0;0;0
C4353;PRTN;NF;CD;0;0;0;0;0;0;0;1;0;0
CS10931;RALN;ND;EQ;0;0;0;0;0;0;2;0;0;0
C7747;RALN;ND;IR;0;0;0;0;5;0;0;0;0;0
C7747;RALN;ND;OE;0;0;0;0;13;0;0;0;0;0
U9524;SSNA;ND;PT;0;0;58;115;13;16;0;0;0;0
U9524;SSNA;ND;OP;2;3;169;729;58;175;0;0;0;0
U9524;SSNA;ND;AT;0;5;28;14;26;2;0;0;0;0
U9524;SSNA;ND;PF;1;5;544;1768;293;588;0;0;0;0
U9524;SSNA;ND;DP;0;0;0;0;3;2;4;3;0;0
U9524;SSNA;ND;FI;0;0;0;0;0;0;1;1;0;0
U9524;SSNA;ND;FM;0;0;0;0;1;9;0;0;0;0
U9524;SSNA;ND;MD;0;2;292;328;254;201;3;4;0;0
U9524;SSNA;ND;BI;0;0;4;16;0;19;1;0;0;0
U9524;SSNA;ND;PS;0;0;0;0;1;0;0;1;0;0
U9524;SSNA;ND;CH;0;0;0;1;0;0;0;0;0;0
U9524;SSNA;ND;DA;0;0;0;0;0;0;5;4;0;0
C6601;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
UC10438;RALN;ND;IR;0;0;0;0;9;2;0;0;0;0
UC10438;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
UC10438;RALN;ND;EQ;0;0;0;0;3;1;0;0;0;0
Q9178;UNIV;ND;CC;0;0;0;0;0;0;2;4;0;0
Q9178;UNIV;ND;CE;0;0;0;0;0;0;0;1;0;0
Q9178;UNIV;ND;CD;0;0;0;0;0;0;0;2;0;0
CM9080;RALN;ND;EQ;0;0;10;4;4;4;144;123;0;0
CM9080;RALN;ND;IR;0;0;62;17;17;14;82;43;0;0
CM9080;RALN;ND;OE;0;0;69;6;6;2;8;7;0;0
C1970;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
C5525;RALN;ND;IR;0;0;76;40;17;3;12;50;0;0
C5525;RALN;ND;OE;0;0;9;2;16;1;5;9;0;0
C5525;RALN;ND;EQ;0;0;9;2;14;3;4;21;0;0
C2506;RALN;ND;EQ;1;1;0;0;0;0;0;0;0;0
LS12197;LS13;NF;LI;0;0;0;0;0;0;83;187;0;0
P9034;RALN;ND;OE;2;3;0;0;0;0;1;0;0;0
P9034;RALN;ND;EQ;2;7;0;0;0;0;0;0;0;0
P9034;RALN;ND;IR;0;4;0;0;0;0;0;0;0;0
C5032;RALN;ND;OE;0;0;0;0;8;1;1;2;0;0
C5032;RALN;ND;IR;0;0;24;8;3;0;1;4;0;0
C5032;RALN;ND;EQ;0;0;3;0;2;1;2;8;0;0
C7033;RALN;ND;OE;0;0;0;0;2;1;0;0;0;0
C6483;RALN;ND;EQ;0;0;3;0;0;0;0;0;0;0
C6483;RALN;ND;IR;0;0;11;3;0;0;0;0;0;0
V10375;REVA;NF;CC;0;0;0;0;0;0;0;1;0;0
C7679;RALN;ND;IR;0;0;1;1;1;0;0;0;0;0
C903;RALN;ND;OE;0;0;0;0;6;0;0;0;0;0
C903;RALN;ND;IR;0;0;4;3;4;7;0;0;0;0
C3443;REFR;SC;CB;0;0;0;3;15;0;0;0;0;0
C3443;REFR;SC;CC;0;0;0;0;1;0;1;1;0;0
C3443;REFR;SC;XB;0;0;1;2;0;0;0;0;0;0
C3443;REFR;SC;XA;0;0;12;10;0;0;0;0;0;0
C3443;REFR;SC;CD;0;0;0;0;1;0;0;0;0;0
C6451;REFR;SC;XA;0;0;1;0;0;0;0;0;0;0
C12296;RALN;ND;EQ;0;0;3;1;4;1;2;7;0;0
C12296;RALN;ND;OE;0;0;2;0;12;0;0;2;0;0
C12296;RALN;ND;IR;0;0;10;5;12;3;5;21;0;0
P10803;RALN;ND;EQ;0;1;0;0;0;0;1;2;0;0
P10803;RALN;ND;IR;0;1;0;0;0;0;1;2;0;0
AB12921;EPNE;ME;AT;0;0;0;0;0;0;3;7;0;0
AB12921;EPNE;ME;FU;0;0;0;0;0;0;18;16;0;0
U9480;SSNA;ND;PL;0;0;0;0;0;0;1;2;0;0
U9480;SSNA;ND;DP;0;0;0;0;0;1;0;0;0;0
U9480;SSNA;ND;CH;0;0;0;0;1;0;1;0;0;0
U9480;SSNA;ND;DT;0;0;0;0;0;0;1;2;0;0
U9480;SSNA;ND;PF;0;0;134;467;63;152;2;9;0;0
U9480;SSNA;ND;MV;0;0;0;0;4;2;0;0;0;0
U9480;SSNA;ND;OP;0;0;66;178;27;14;0;2;0;0
U9480;SSNA;ND;FM;0;0;0;0;1;2;0;0;0;0
U9480;SSNA;ND;PT;0;0;4;8;3;0;0;2;0;0
U9480;SSNA;ND;AT;1;0;10;5;9;1;5;5;0;0
U9480;SSNA;ND;DA;0;0;0;0;0;0;0;1;0;0
U9480;SSNA;ND;MD;0;0;61;98;51;59;2;2;0;0
C8297;RALN;ND;OE;0;0;0;0;2;1;0;0;0;0
C8297;RALN;ND;IR;0;0;4;4;1;1;0;0;0;0
C1366;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
U10507;SSNA;ND;PT;1;1;61;65;9;1;2;9;0;0
U10507;SSNA;ND;OP;0;1;106;122;103;27;5;23;0;0
U10507;SSNA;ND;FI;0;0;0;0;0;0;1;3;0;0
U10507;SSNA;ND;FM;0;0;0;0;2;7;1;1;0;0
U10507;SSNA;ND;BI;0;0;2;8;2;9;0;1;0;0
U10507;SSNA;ND;DT;0;0;0;0;4;1;4;1;0;0
U10507;SSNA;ND;PL;0;0;2;7;5;4;1;18;0;0
U10507;SSNA;ND;PS;0;0;228;1158;141;440;0;0;0;0
U10507;SSNA;ND;DP;0;0;0;0;1;0;2;3;0;0
U10507;SSNA;ND;MD;0;0;316;324;361;329;9;19;0;0
U10507;SSNA;ND;MV;0;0;2;0;17;13;0;0;0;0
U10507;SSNA;ND;AT;1;2;1;1;6;2;10;67;0;0
U10507;SSNA;ND;PF;1;4;59;212;112;139;23;43;0;0
U10507;SSNA;ND;DA;0;0;0;0;16;4;10;8;0;0
U12349;SSNA;ND;AT;0;0;102;80;75;25;8;52;0;0
U12349;SSNA;ND;DA;0;0;0;0;0;0;0;1;0;0
U12349;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U12349;SSNA;ND;PF;0;0;1304;4577;1047;2060;27;90;0;0
U12349;SSNA;ND;FI;0;0;0;0;0;0;0;1;0;0
U12349;SSNA;ND;OP;0;0;291;1489;97;409;7;38;0;0
U12349;SSNA;ND;BI;0;0;5;25;6;24;0;0;0;0
U12349;SSNA;ND;PT;0;0;69;126;9;7;7;10;0;0
U12349;SSNA;ND;PS;0;0;0;0;2;1;0;1;0;0
C3196;RALN;ND;OP;0;0;0;0;1;0;0;0;0;0
C3196;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
C3196;RALN;ND;IR;0;0;0;0;2;0;0;0;0;0
U9426;SSNA;ND;PT;0;0;0;0;4;7;4;8;0;0
U9426;SSNA;ND;MD;0;0;0;0;32;32;2;2;0;0
U9426;SSNA;ND;PF;0;0;0;0;76;101;11;23;0;0
U9426;SSNA;ND;MV;0;0;0;0;8;8;0;0;0;0
U9426;SSNA;ND;AT;0;0;0;0;0;0;1;17;0;0
U9426;SSNA;ND;PS;0;0;0;0;1;0;0;0;0;0
U9426;SSNA;ND;BI;0;0;0;0;1;0;0;0;0;0
U9426;SSNA;ND;PL;0;0;0;0;0;0;0;1;0;0
U9426;SSNA;ND;OP;0;0;0;0;6;0;0;0;0;0
U9426;SSNA;ND;DA;0;0;0;0;0;0;0;1;0;0
PU10752;SSNA;ND;AT;0;0;3;3;0;0;0;0;0;0
PU10752;SSNA;ND;MD;0;0;186;183;89;57;0;0;0;0
PU10752;SSNA;ND;PT;0;0;35;11;0;0;0;0;0;0
PU10752;SSNA;ND;OP;0;0;77;66;0;0;0;0;0;0
PU10752;SSNA;ND;PF;0;0;289;594;0;0;0;0;0;0
PU10752;SSNA;ND;PL;0;0;0;2;0;0;0;0;0;0
PU10752;SSNA;ND;FM;0;0;2;8;0;1;0;0;0;0
PU10752;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
PU10752;SSNA;ND;BI;0;0;1;7;0;0;0;0;0;0
C1542;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
C1542;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
IP11048;PRTN;NF;CB;0;0;4;27;0;0;0;0;0;0
IP11048;PRTN;NF;CA;0;0;2;18;0;0;0;0;0;0
IP11048;PRTN;NF;CC;0;0;0;6;0;0;0;0;0;0
IP11048;PRTN;NF;CD;0;0;1;0;0;0;0;0;0;0
J8630;SSNA;ND;DT;0;0;0;0;0;1;0;0;0;0
J8630;SSNA;ND;PT;0;0;5;21;1;0;0;0;0;0
J8630;SSNA;ND;PF;0;0;158;259;33;61;0;0;0;0
J8630;SSNA;ND;AT;0;0;1;0;0;0;0;0;0;0
J8630;SSNA;ND;OP;0;0;39;119;4;6;0;0;0;0
J8630;SSNA;ND;BI;0;0;0;0;0;3;0;0;0;0
J8630;SSNA;ND;MD;0;0;0;0;58;51;0;0;0;0
J8630;SSNA;ND;CH;0;0;0;0;1;0;0;0;0;0
C3866;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C3866;RALN;ND;OE;0;0;0;0;1;1;0;0;0;0
C3866;RALN;ND;IR;0;0;1;1;0;3;0;0;0;0
C6720;RALN;ND;IR;0;0;0;0;2;1;0;0;0;0
C923;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C923;RALN;ND;IR;0;0;2;2;3;3;0;0;0;0
C3119;RALN;ND;IR;0;0;16;17;13;3;1;4;0;0
C3119;RALN;ND;OE;0;0;9;1;7;0;2;2;0;0
C3119;RALN;ND;EQ;0;0;1;2;1;2;3;11;0;0
C5272;RALN;ND;OE;0;0;0;0;0;0;0;2;0;0
C5272;RALN;ND;IR;0;0;0;0;0;0;0;6;0;0
C5272;RALN;ND;EQ;0;0;0;0;0;0;1;3;0;0
C7870;RALN;ND;IR;0;0;2;0;0;0;0;0;0;0
C5346;RALN;ND;OE;0;0;0;0;0;2;0;0;0;0
C5346;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C5346;RALN;ND;IR;0;0;15;4;0;5;0;0;0;0
C1238;RALN;ND;IR;0;0;3;1;1;0;1;0;0;0
C1238;RALN;ND;OE;0;0;0;2;0;1;0;0;0;0
C4583;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C4583;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
AP10081;SSNA;ND;DT;0;0;0;0;1;2;0;0;0;0
AP10081;SSNA;ND;AT;0;0;0;0;10;3;0;0;0;0
AP10081;SSNA;ND;PS;0;0;0;0;0;0;0;1;0;0
AP10081;SSNA;ND;MD;0;0;0;0;1;0;0;0;0;0
AP10081;SSNA;ND;DP;0;0;0;0;1;0;1;2;0;0
AP10081;SSNA;ND;PF;0;0;0;0;32;10;0;0;0;0
AP10081;SSNA;ND;BI;0;0;0;0;0;2;0;0;0;0
AP10081;SSNA;ND;FI;0;0;0;0;1;0;0;0;0;0
AP10081;SSNA;ND;CH;0;0;0;0;2;2;0;0;0;0
C7490;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
IP10993;PRTN;NF;CB;0;0;0;0;2;0;0;0;0;0
C2573;REFR;SC;CC;0;0;0;0;0;0;0;2;0;0
C2573;REFR;SC;CB;0;0;0;0;0;0;1;0;0;0
C2573;REFR;SC;CD;0;0;0;0;0;0;1;1;0;0
Q9150;UNIV;ND;CE;1;3;0;0;0;0;19;54;0;0
Q9150;UNIV;ND;CC;17;49;4;3;5;0;145;487;0;0
Q9150;UNIV;ND;CB;2;6;0;1;0;0;6;21;0;0
Q9150;UNIV;ND;CD;20;52;6;3;2;0;185;490;0;0
IR24;ERIC;ND;8L;0;0;1;0;0;0;4;3;0;0
IR24;ERIC;ND;RI;2;9;0;0;0;0;149;275;0;0
IR24;ERIC;ND;TC;5;7;0;0;0;0;111;205;0;0
IR24;ERIC;ND;5L;3;11;7;5;0;0;64;105;0;0
IR24;ERIC;ND;7L;7;5;4;1;0;0;13;12;0;0
IR24;ERIC;ND;6L;1;5;8;3;0;0;136;104;0;0
IR24;ERIC;ND;4L;9;9;28;17;0;0;95;144;0;0
C8150;RALN;ND;EQ;0;0;2;2;2;1;0;3;0;0
C8150;RALN;ND;IR;0;0;25;29;17;11;0;3;0;0
