REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00205;C3899;RALN;FP;0D0102;0;1
R00205;C3899;RALN;IR;0IR000;17;19
R00205;C3899;RALN;OE;0OEESP;6;2
R00205;C3899;RALN;OP;0OP000;0;1
R00205;C3899;RALN;EQ;0FZEQF;9;10
R00107;C4486;RALN;OE;0OEESP;1;0
R00107;C4486;RALN;IR;0IR000;0;2
R00107;C4486;RALN;EQ;0FZEQF;0;1
R00045;C2236;RALN;EQ;0FZEQF;3;4
R00045;C2236;RALN;FP;0D0103;0;1
R00045;C2236;RALN;OE;0OEESP;1;0
R00045;C2236;RALN;OP;0OP000;11;0
R00045;C2236;RALN;IR;0IR000;2;5
R00081;C2029;RALN;DF;0D0095;1;0
R00081;C2029;RALN;FP;0D0103;1;0
R00081;C2029;RALN;IR;0IR000;4;1
R00081;C2029;RALN;OP;0OP000;0;1
R00081;C2029;RALN;OE;0OEESP;2;1
R00125;C5890;RALN;IR;0IR000;0;1
R00125;C1354;RALN;OE;0OEESP;2;0
R00125;C1354;RALN;EQ;0FZEQF;1;1
R00125;C1354;RALN;IR;0IR000;0;2
R00134;C7394;RALN;EQ;0FZEQF;12;10
R00134;C7394;RALN;DI;0D0164;2;1
R00134;C7394;RALN;FP;0D0102;1;0
R00134;C7394;RALN;IR;0IR000;27;17
R00134;C7394;RALN;RP;000096;1;1
R00134;C7394;RALN;OE;0OEESP;4;3
R00125;C5376;RALN;OE;0OEESP;1;0
R00125;C5376;RALN;IR;0IR000;0;3
R00125;C5376;RALN;EQ;0FZEQF;1;0
R00125;C5376;RALN;RP;000096;0;1
R00143;C8290;RALN;IR;0IR000;4;3
R00143;C8290;RALN;FP;0D0103;0;1
R00143;C8290;RALN;OP;0OP000;1;0
R00143;C8290;RALN;OE;0OEESP;1;1
R00143;C8290;RALN;EQ;0FZEQF;2;4
R00205;C5280;RALN;OP;0OP000;0;1
R00205;C5280;RALN;OE;0OEESP;4;4
R00205;C5280;RALN;EQ;0FZEQF;3;6
R00205;C5280;RALN;IR;0IR000;3;5
R00125;C7484;RALN;FP;0D0102;0;1
R00125;C7484;RALN;DI;0D0164;36;46
R00125;C7484;RALN;DI;0D0165;3;1
R00125;C7484;RALN;RP;000096;14;13
R00125;C7484;RALN;EQ;0FZEQF;827;1253
R00125;C7484;RALN;DF;0D0098;2;2
R00125;C7484;RALN;OP;0OP000;9;12
R00125;C7484;RALN;OE;0OEESP;322;803
R00125;C7484;RALN;IR;0IR000;1127;2665
R00125;C7484;RALN;DG;0D0097;0;1
R00205;C3275;RALN;EQ;0FZEQF;1;3
R00205;C3275;RALN;IR;0IR000;2;9
R00205;C3275;RALN;OE;0OEESP;2;1
R00107;C7029;RALN;IR;0IR000;1;3
R00107;C7029;RALN;OE;0OEESP;3;2
R00107;C7029;RALN;EQ;0FZEQF;2;1
R00045;C6636;RALN;OE;0OEESP;3;1
R00045;C6636;RALN;EQ;0FZEQF;1;0
R00045;C6636;RALN;OP;0OP000;2;0
R00045;C6636;RALN;FP;0D0103;1;0
R00045;C6636;RALN;IR;0IR000;1;1
R00125;C6185;RALN;IR;0IR000;0;2
R00125;C6185;RALN;EQ;0FZEQF;0;1
R00072;C7425;RALN;OP;0OP000;1;0
R00072;C7425;RALN;IR;0IR000;1;0
R00090;C2365;RALN;OE;0OEESP;1;0
R00090;C2365;RALN;EQ;0FZEQF;1;1
R00090;C2365;RALN;IR;0IR000;2;4
R00125;C4345;RALN;IR;0IR000;1;0
R00125;C4345;RALN;OE;0OEESP;1;0
R00125;C4345;RALN;EQ;0FZEQF;0;1
R00036;C6341;RALN;IR;0IR000;2;2
R00036;C6341;RALN;EQ;0FZEQF;0;2
R00036;C6341;RALN;OP;0OP000;2;3
R00036;C6341;RALN;OE;0OEESP;4;0
R00125;C6008;RALN;OE;0OEESP;5;9
R00125;C6008;RALN;EQ;0FZEQF;6;9
R00125;C6008;RALN;OP;0OP000;0;1
R00125;C6008;RALN;IR;0IR000;7;27
R00125;C6008;RALN;FP;0D0102;1;0
R00134;C2920;RALN;EQ;0FZEQF;3;0
R00134;C2920;RALN;OE;0OEESP;3;1
R00134;C2920;RALN;RU;0D0I95;1;0
R00134;C2920;RALN;IR;0IR000;6;2
R00045;V9722;RALN;DI;0D0104;1;0
R00045;V9722;RALN;OE;0OEESP;4;1
R00045;V9722;RALN;EQ;0FZEQF;3;10
R00045;V9722;RALN;IR;0IR000;12;9
R00134;C1746;RALN;PC;000061;3;0
R00134;C1746;RALN;IR;0IR000;19;22
R00134;C1746;RALN;OE;0OEESP;5;9
R00134;C1746;RALN;FP;0D0103;0;1
R00134;C1746;RALN;EQ;0FZEQF;4;11
R00134;C1746;RALN;OP;0OP000;0;2
R00125;C3514;RALN;IR;0IR000;2;0
R00125;C6054;RALN;EQ;0FZEQF;0;3
R00125;C6054;RALN;OE;0OEESP;2;0
R00125;C6054;RALN;IR;0IR000;0;1
R00090;C2372;RALN;IR;0IR000;5;10
R00090;C2372;RALN;EQ;0FZEQF;0;7
R00090;C2372;RALN;OE;0OEESP;0;7
R00090;C2372;RALN;OP;0OP000;1;1
R00152;C2160;RALN;EQ;0FZEQF;1;2
R00152;C2160;RALN;IR;0IR000;15;17
R00152;C2160;RALN;OE;0OEESP;9;16
R00072;C2472;RALN;RP;000096;0;8
R00072;C2472;RALN;IR;0IR000;15;18
R00072;C2472;RALN;FP;0D0102;1;0
R00072;C2472;RALN;EQ;0FZEQF;6;17
R00072;C2472;RALN;DI;0D0165;1;1
R00072;C2472;RALN;DF;0D0098;1;0
R00072;C2472;RALN;OE;0OEESP;16;7
R00090;C3811;RALN;OE;0OEESP;2;0
R00090;C3811;RALN;IR;0IR000;5;3
R00090;C3811;RALN;EQ;0FZEQF;4;1
R00090;C5551;RALN;EQ;0FZEQF;1;2
R00090;C5551;RALN;IR;0IR000;1;1
R00125;C5111;RALN;IR;0IR000;1;2
R00125;C5111;RALN;OE;0OEESP;1;0
R00125;C5111;RALN;EQ;0FZEQF;0;1
R00045;C1270;RALN;IR;0IR000;3;1
R00045;C1270;RALN;FP;0D0485;0;1
R00045;C1270;RALN;OE;0OEESP;1;1
R00045;C1270;RALN;OP;0OP000;0;1
R00045;C1270;RALN;EQ;0FZEQF;1;0
R00090;C665;RALN;IR;0IR000;3;5
R00090;C665;RALN;OE;0OEESP;2;0
R00090;C665;RALN;EQ;0FZEQF;1;5
R00161;CS11807;RALN;IR;0IR000;2;6
R00161;CS11807;RALN;DI;0D0165;1;0
R00161;CS11807;RALN;EQ;0FZEQF;14;20
R00161;CS11807;RALN;DI;0D0164;2;0
R00161;CS11807;RALN;OE;0OEESP;0;3
R00161;CS11807;RALN;DG;0D0097;1;0
R00125;C2600;RALN;IR;0IR000;0;3
R00125;C2600;RALN;EQ;0FZEQF;2;1
R00125;C2600;RALN;OE;0OEESP;1;0
R00125;C1167;RALN;IR;0IR000;0;3
R00125;C1167;RALN;OE;0OEESP;1;0
R00125;C1167;RALN;EQ;0FZEQF;0;1
R00125;C2090;RALN;IR;0IR000;0;1
R00125;C2090;RALN;EQ;0FZEQF;0;1
R00125;C2090;RALN;OE;0OEESP;1;0
R00152;C5162;RALN;IR;0IR000;6;11
R00152;C5162;RALN;OP;0OP000;5;7
R00152;C5162;RALN;FP;0D0485;1;0
R00152;C5162;RALN;RU;0D0I96;2;0
R00152;C5162;RALN;OE;0OEESP;1;0
R00125;C264;RALN;IR;0IR000;1;2
R00125;C264;RALN;OE;0OEESP;2;0
R00125;C264;RALN;EQ;0FZEQF;0;1
R00125;C1685;RALN;OE;0OEESP;2;0
R00125;C1685;RALN;IR;0IR000;1;2
R00125;C1685;RALN;EQ;0FZEQF;2;0
R00125;C4189;RALN;IR;0IR000;1;8
R00125;C4189;RALN;OE;0OEESP;2;4
R00125;C4189;RALN;FP;0D0103;0;1
R00125;C4189;RALN;EQ;0FZEQF;1;2
R00152;C262;RALN;OP;0OP000;13;3
R00152;C262;RALN;OE;0OEESP;3;2
R00152;C262;RALN;EQ;0FZEQF;4;2
R00152;C262;RALN;FP;0D0102;0;1
R00152;C262;RALN;IR;0IR000;6;10
R00152;C262;RALN;RP;000096;3;0
R00205;C1520;RALN;OE;0OEESP;5;4
R00205;C1520;RALN;IR;0IR000;4;14
R00205;C1520;RALN;OP;0OP000;1;1
R00205;C1520;RALN;EQ;0FZEQF;2;4
R00045;C3674;RALN;OP;0OP000;2;0
R00045;C3674;RALN;FP;0D0485;1;0
R00045;C3674;RALN;EQ;0FZEQF;3;0
R00045;C3674;RALN;OE;0OEESP;2;0
R00045;C3674;RALN;IR;0IR000;2;2
R00125;C6949;RALN;IR;0IR000;0;2
R00125;C6949;RALN;EQ;0FZEQF;0;1
R00125;C6949;RALN;FP;0D0485;0;1
R00125;C6949;RALN;OE;0OEESP;0;1
R00036;C2911;RALN;OE;0OEESP;3;1
R00036;C2911;RALN;EQ;0FZEQF;1;0
R00036;C2911;RALN;IR;0IR000;4;0
R00036;C2911;RALN;OP;0OP000;2;14
R00045;C1981;RALN;EQ;0FZEQF;1;0
R00045;C1981;RALN;FP;0D0103;0;1
R00045;C1981;RALN;IR;0IR000;3;0
R00045;C1981;RALN;OE;0OEESP;3;0
R00090;C766;RALN;EQ;0FZEQF;2;2
R00090;C766;RALN;OE;0OEESP;1;0
R00090;C766;RALN;IR;0IR000;2;3
R00090;C2513;RALN;EQ;0FZEQF;0;1
R00090;C2513;RALN;OE;0OEESP;2;2
R00090;C2513;RALN;IR;0IR000;1;1
R00205;C7868;RALN;OE;0OEESP;7;6
R00205;C7868;RALN;FP;0D0103;0;1
R00205;C7868;RALN;IR;0IR000;7;15
R00205;C7868;RALN;EQ;0FZEQF;5;7
R00072;C7874;RALN;OE;0OEESP;1;0
R00072;C7874;RALN;EQ;0FZEQF;1;2
R00072;C7874;RALN;IR;0IR000;4;2
R00018;C1202;RALN;IR;0IR000;1;1
R00018;C1202;RALN;OE;0OEESP;0;1
R00205;C4265;RALN;OE;0OEESP;2;0
R00205;C4265;RALN;IR;0IR000;1;1
R00205;C4265;RALN;FP;0D0485;0;1
R00205;C4265;RALN;EQ;0FZEQF;1;2
R00045;C3195;RALN;IR;0IR000;8;11
R00045;C3195;RALN;OP;0OP000;5;2
R00045;C3195;RALN;FP;0D0103;0;1
R00045;C3195;RALN;EQ;0FZEQF;1;1
R00045;C3195;RALN;OE;0OEESP;3;1
R00072;C2601;RALN;OP;0OP000;5;0
R00072;C2601;RALN;OE;0OEESP;8;0
R00072;C2601;RALN;RU;0D0I96;1;0
R00072;C2601;RALN;IR;0IR000;29;26
R00072;C2601;RALN;FP;0D0103;0;1
R00072;C2601;RALN;RP;000096;0;1
R00072;C2601;RALN;EQ;0FZEQF;12;18
R00090;C4805;RALN;EQ;0FZEQF;0;2
R00090;C4805;RALN;OE;0OEESP;2;0
R00090;C4805;RALN;IR;0IR000;2;3
R00018;C6955;RALN;OE;0OEESP;0;1
R00018;C6955;RALN;EQ;0FZEQF;1;0
R00018;C6955;RALN;IR;0IR000;1;7
R00018;C6955;RALN;FP;0D0103;0;1
R00018;C6955;RALN;OP;0OP000;1;0
R00205;C5694;RALN;FP;0D0103;0;1
R00205;C5694;RALN;DI;0D0164;2;0
R00205;C5694;RALN;OE;0OEESP;21;5
R00205;C5694;RALN;IR;0IR000;20;41
R00205;C5694;RALN;EQ;0FZEQF;10;22
R00134;C6889;RALN;IR;0IR000;8;12
R00134;C6889;RALN;OP;0OP000;1;0
R00134;C6889;RALN;OE;0OEESP;3;9
R00134;C6889;RALN;EQ;0FZEQF;3;6
R00036;C5545;RALN;EQ;0FZEQF;1;0
R00036;C5545;RALN;IR;0IR000;1;0
R00036;C5545;RALN;OP;0OP000;0;2
R00036;C5545;RALN;OE;0OEESP;3;1
R00018;C1665;RALN;FP;0D0103;1;0
R00018;C1665;RALN;OE;0OEESP;1;4
R00018;C1665;RALN;IR;0IR000;3;6
R00018;C1665;RALN;EQ;0FZEQF;1;3
R00018;C1665;RALN;OP;0OP000;3;0
R00161;C3926;RALN;OE;0OEESP;5;5
R00161;C3926;RALN;EQ;0FZEQF;1;3
R00161;C3926;RALN;DF;0D0095;1;0
R00161;C3926;RALN;IR;0IR000;3;5
R00125;C2689;RALN;OE;0OEESP;1;0
R00125;C2689;RALN;IR;0IR000;0;3
R00125;C2689;RALN;EQ;0FZEQF;0;1
R00125;C1664;RALN;IR;0IR000;0;6
R00125;C1664;RALN;OE;0OEESP;5;1
R00125;C1664;RALN;EQ;0FZEQF;2;2
R00205;C4809;RALN;OE;0OEESP;1;2
R00205;C4809;RALN;EQ;0FZEQF;3;6
R00205;C4809;RALN;IR;0IR000;5;9
R00107;C4644;RALN;OE;0OEESP;3;1
R00107;C4644;RALN;EQ;0FZEQF;2;1
R00107;C4644;RALN;IR;0IR000;0;2
R00018;C4751;RALN;DF;0D0095;0;1
R00018;C4751;RALN;IR;0IR000;1;5
R00018;C4751;RALN;OE;0OEESP;3;2
R00018;C4751;RALN;EQ;0FZEQF;2;3
R00152;C6899;RALN;FP;0D0485;0;1
R00152;C6899;RALN;OP;0OP000;1;0
R00152;C6899;RALN;OE;0OEESP;0;1
R00152;C6899;RALN;IR;0IR000;6;6
R00125;C1546;RALN;IR;0IR000;1;0
R00125;C8053;RALN;OE;0OEESP;2;0
R00125;C8053;RALN;EQ;0FZEQF;3;1
R00125;C8053;RALN;IR;0IR000;2;8
R00090;C7807;RALN;IR;0IR000;3;1
R00090;C7807;RALN;EQ;0FZEQF;0;1
R00090;C7807;RALN;OE;0OEESP;1;1
R00152;C2124;RALN;OP;0OP000;1;0
R00152;C2124;RALN;OE;0OEESP;2;7
R00152;C2124;RALN;EQ;0FZEQF;1;0
R00152;C2124;RALN;IR;0IR000;3;4
R00018;C4613;RALN;OE;0OEESP;2;0
R00018;C4613;RALN;IR;0IR000;0;1
R00143;C1208;RALN;OE;0OEESP;0;1
R00143;C1208;RALN;EQ;0FZEQF;1;2
R00143;C1208;RALN;IR;0IR000;1;1
R00205;C5009;RALN;IR;0IR000;4;12
R00205;C5009;RALN;EQ;0FZEQF;5;5
R00205;C5009;RALN;OE;0OEESP;4;0
R00072;C1423;RALN;OP;0OP000;2;0
R00072;C1423;RALN;FP;0D0103;1;0
R00072;C1423;RALN;IR;0IR000;0;2
R00072;C1423;RALN;OE;0OEESP;0;1
R00125;C4472;RALN;OE;0OEESP;1;0
R00125;C4472;RALN;IR;0IR000;0;1
R00045;C3170;RALN;OE;0OEESP;1;0
R00045;C3170;RALN;EQ;0FZEQF;1;1
R00045;C3170;RALN;RU;0D0I96;1;0
R00045;C3170;RALN;OP;0OP000;6;0
R00045;C3170;RALN;IR;0IR000;6;1
R00125;C5610;RALN;OE;0OEESP;1;1
R00125;C5610;RALN;EQ;0FZEQF;0;1
R00125;C5610;RALN;IR;0IR000;2;0
R00125;C2358;RALN;IR;0IR000;1;0
R00125;C2358;RALN;OE;0OEESP;1;1
R00090;C3816;RALN;OE;0OEESP;2;0
R00090;C3816;RALN;EQ;0FZEQF;1;2
R00090;C3816;RALN;IR;0IR000;1;4
R00134;C2058;RALN;IR;0IR000;7;9
R00134;C2058;RALN;EQ;0FZEQF;1;3
R00134;C2058;RALN;OE;0OEESP;1;1
R00107;C2983;RALN;RP;000096;3;2
R00107;C2983;RALN;FP;0D0102;1;0
R00107;C2983;RALN;EQ;0FZEQF;25;49
R00107;C2983;RALN;DI;0D0164;3;1
R00107;C2983;RALN;IR;0IR000;35;50
R00107;C2983;RALN;OE;0OEESP;45;12
R00090;C3758;RALN;IR;0IR000;6;14
R00090;C3758;RALN;OE;0OEESP;6;7
R00090;C3758;RALN;EQ;0FZEQF;2;8
R00205;C4558;RALN;IR;0IR000;2;3
R00018;C2459;RALN;EQ;0FZEQF;0;1
R00018;C2459;RALN;OE;0OEESP;3;0
R00018;C2459;RALN;IR;0IR000;0;3
R00018;C2459;RALN;RU;0D0I95;1;0
R00143;C7427;RALN;IR;0IR000;1;3
R00143;C7427;RALN;EQ;0FZEQF;0;3
R00045;C8242;RALN;EQ;0FZEQF;0;1
R00045;C8242;RALN;IR;0IR000;3;0
R00045;C8242;RALN;FP;0D0103;0;1
R00045;C8242;RALN;OE;0OEESP;2;0
R00205;C399;RALN;IR;0IR000;2;8
R00205;C399;RALN;OE;0OEESP;2;1
R00205;C399;RALN;EQ;0FZEQF;4;4
R00072;C8150;RALN;FP;0D0102;0;1
R00072;C8150;RALN;DI;0D0164;6;1
R00072;C8150;RALN;EQ;0FZEQF;18;59
R00072;C8150;RALN;OP;0OP000;16;9
R00072;C8150;RALN;RP;000096;1;3
R00072;C8150;RALN;DI;0D0165;0;2
R00072;C8150;RALN;IR;0IR000;67;131
R00072;C8150;RALN;OE;0OEESP;14;36
R00205;C3127;RALN;OP;0OP000;1;0
R00205;C3127;RALN;OE;0OEESP;1;1
R00205;C3127;RALN;EQ;0FZEQF;1;0
R00205;C3127;RALN;IR;0IR000;2;1
R00125;C4517;RALN;IR;0IR000;1;0
R00125;C4517;RALN;EQ;0FZEQF;1;0
R00090;C7936;RALN;EQ;0FZEQF;1;3
R00090;C7936;RALN;OE;0OEESP;3;2
R00090;C7936;RALN;IR;0IR000;2;10
R00045;C2461;RALN;FP;0D0103;1;0
R00045;C2461;RALN;IR;0IR000;0;1
R00045;C2461;RALN;EQ;0FZEQF;4;1
R00045;C2461;RALN;OE;0OEESP;2;1
R00125;C899;RALN;EQ;0FZEQF;1;4
R00125;C899;RALN;OE;0OEESP;2;1
R00125;C899;RALN;IR;0IR000;0;2
R00045;C2748;RALN;OE;0OEESP;2;3
R00045;C2748;RALN;OP;0OP000;3;0
R00045;C2748;RALN;EQ;0FZEQF;1;1
R00045;C2748;RALN;IR;0IR000;9;2
R00045;C2748;RALN;FP;0D0103;1;0
R00090;C5129;RALN;EQ;0FZEQF;1;1
R00090;C5129;RALN;OE;0OEESP;1;0
R00090;C5129;RALN;IR;0IR000;1;1
R00107;C430;RALN;FP;0D0102;1;0
R00107;C430;RALN;IR;0IR000;137;131
R00107;C430;RALN;RP;000096;1;2
R00107;C430;RALN;DI;0D0165;3;4
R00107;C430;RALN;OE;0OEESP;97;71
R00107;C430;RALN;DI;0D0164;4;2
R00107;C430;RALN;OP;0OP000;12;12
R00107;C430;RALN;EQ;0FZEQF;80;176
R00090;C2770;RALN;IR;0IR000;4;5
R00090;C2770;RALN;EQ;0FZEQF;0;3
R00090;C2770;RALN;OE;0OEESP;2;0
R00125;C8160;RALN;EQ;0FZEQF;1;0
R00125;C8160;RALN;OE;0OEESP;3;0
R00125;C8160;RALN;IR;0IR000;1;2
R00045;C8074;RALN;OE;0OEESP;2;0
R00045;C8074;RALN;IR;0IR000;2;0
R00045;C8074;RALN;EQ;0FZEQF;1;1
R00090;C7848;RALN;EQ;0FZEQF;0;3
R00090;C7848;RALN;OE;0OEESP;2;0
R00090;C7848;RALN;IR;0IR000;3;1
R00125;C323;RALN;IR;0IR000;0;1
R00125;C323;RALN;OE;0OEESP;1;0
R00125;C2668;RALN;EQ;0FZEQF;0;2
R00125;C2668;RALN;IR;0IR000;2;6
R00125;C2668;RALN;OE;0OEESP;2;0
R00125;C2668;RALN;FP;0D0103;1;0
R00125;C7576;RALN;IR;0IR000;0;3
R00125;C7576;RALN;OE;0OEESP;1;0
R00125;C7576;RALN;EQ;0FZEQF;0;1
R00125;C2043;RALN;IR;0IR000;0;1
R00125;C2043;RALN;EQ;0FZEQF;0;1
R00125;C2043;RALN;OE;0OEESP;1;0
R00161;C4167;RALN;DI;0D0165;1;1
R00161;C4167;RALN;OE;0OEESP;39;44
R00161;C4167;RALN;RP;000096;1;0
R00161;C4167;RALN;OP;0OP000;1;2
R00161;C4167;RALN;EQ;0FZEQF;31;58
R00161;C4167;RALN;FP;0D0102;1;0
R00161;C4167;RALN;DI;0D0164;6;0
R00161;C4167;RALN;IR;0IR000;78;116
R00036;C332;RALN;OE;0OEESP;4;2
R00036;C332;RALN;FP;0D0485;0;1
R00036;C332;RALN;OP;0OP000;1;0
R00036;C332;RALN;EQ;0FZEQF;1;0
R00036;C332;RALN;IR;0IR000;0;1
R00090;N8750;RALN;IR;0IR000;4;8
R00090;N8750;RALN;EQ;0FZEQF;6;3
R00090;N8750;RALN;OE;0OEESP;1;0
R00152;C4229;RALN;OP;0OP000;7;5
R00152;C4229;RALN;RP;000096;3;1
R00152;C4229;RALN;OE;0OEESP;14;60
R00152;C4229;RALN;RU;0D0I96;2;0
R00152;C4229;RALN;RU;0D0I95;0;1
R00152;C4229;RALN;IR;0IR000;17;9
R00152;C4229;RALN;EQ;0FZEQF;8;6
R00161;C3593;RALN;FP;0D0102;1;0
R00161;C3593;RALN;OE;0OEESP;11;9
R00161;C3593;RALN;IR;0IR000;13;19
R00161;C3593;RALN;OP;0OP000;1;0
R00161;C3593;RALN;RP;000096;1;0
R00161;C3593;RALN;EQ;0FZEQF;13;12
R00125;C5746;RALN;IR;0IR000;1;3
R00125;C5746;RALN;OE;0OEESP;2;0
R00125;C5746;RALN;EQ;0FZEQF;2;2
R00090;C3694;RALN;OE;0OEESP;1;2
R00090;C3694;RALN;IR;0IR000;2;5
R00090;C3694;RALN;EQ;0FZEQF;3;3
R00125;C541;RALN;EQ;0FZEQF;2;0
R00125;C541;RALN;IR;0IR000;0;2
R00205;C1110;RALN;EQ;0FZEQF;2;3
R00205;C1110;RALN;OE;0OEESP;5;1
R00205;C1110;RALN;OP;0OP000;0;2
R00205;C1110;RALN;IR;0IR000;4;17
R00125;C7956;RALN;EQ;0FZEQF;0;2
R00125;C7956;RALN;IR;0IR000;0;2
R00161;C8051;RALN;EQ;0FZEQF;2;3
R00161;C8051;RALN;OE;0OEESP;3;3
R00161;C8051;RALN;OP;0OP000;0;5
R00161;C8051;RALN;IR;0IR000;2;2
R00036;C1870;RALN;IR;0IR000;17;13
R00036;C1870;RALN;OE;0OEESP;8;1
R00036;C1870;RALN;FP;0D0103;0;1
R00036;C1870;RALN;EQ;0FZEQF;5;2
R00036;C1870;RALN;OP;0OP000;5;12
R00036;C1870;RALN;RU;0D0I96;1;0
R00125;C5500;RALN;OE;0OEESP;2;1
R00125;C5500;RALN;IR;0IR000;3;4
R00125;C5500;RALN;EQ;0FZEQF;2;1
R00205;C4075;RALN;EQ;0FZEQF;1;3
R00205;C4075;RALN;IR;0IR000;0;5
R00205;C4075;RALN;OE;0OEESP;3;0
R00152;C7776;RALN;OP;0OP000;2;0
R00152;C7776;RALN;OE;0OEESP;13;3
R00152;C7776;RALN;IR;0IR000;14;13
R00125;C6105;RALN;IR;0IR000;0;1
R00125;C6105;RALN;OE;0OEESP;2;0
R00125;C6105;RALN;EQ;0FZEQF;1;0
R00072;C8151;RALN;EQ;0FZEQF;0;1
R00072;C8151;RALN;IR;0IR000;1;0
R00072;C8151;RALN;OE;0OEESP;1;0
R00072;C8151;RALN;OP;0OP000;1;0
R00125;C7299;RALN;IR;0IR000;1;1
R00125;C7299;RALN;EQ;0FZEQF;0;1
R00205;C1827;RALN;EQ;0FZEQF;3;0
R00205;C1827;RALN;OE;0OEESP;1;0
R00205;C1827;RALN;IR;0IR000;2;4
R00205;P9039;RALN;FP;0D0102;0;1
R00205;P9039;RALN;RP;000096;1;0
R00205;P9039;RALN;DI;0D0164;1;1
R00205;P9039;RALN;EQ;0FZEQF;16;29
R00205;P9039;RALN;DF;0D0098;0;1
R00205;P9039;RALN;DI;0D0165;1;1
R00205;P9039;RALN;OE;0OEESP;7;7
R00205;P9039;RALN;IR;0IR000;25;23
R00045;C1315;RALN;OE;0OEESP;2;1
R00045;C1315;RALN;IR;0IR000;6;1
R00045;C1315;RALN;OP;0OP000;10;0
R00045;C1315;RALN;FP;0D0103;0;1
R00045;C1315;RALN;EQ;0FZEQF;1;3
R00125;C3292;RALN;OE;0OEESP;4;0
R00125;C3292;RALN;OP;0OP000;0;1
R00125;C3292;RALN;IR;0IR000;3;10
R00125;C3292;RALN;EQ;0FZEQF;2;0
R00090;C5495;RALN;IR;0IR000;1;1
R00090;C5495;RALN;OE;0OEESP;1;0
R00125;C5510;RALN;IR;0IR000;2;6
R00125;C5510;RALN;OE;0OEESP;1;0
R00125;C5510;RALN;EQ;0FZEQF;1;2
R00045;C6724;RALN;DF;0D0095;1;0
R00045;C6724;RALN;OP;0OP000;1;0
R00045;C6724;RALN;FP;0D0103;0;1
R00045;C6724;RALN;OE;0OEESP;2;1
R00045;C6724;RALN;EQ;0FZEQF;4;0
R00045;C6724;RALN;IR;0IR000;3;3
R00125;C3803;RALN;EQ;0FZEQF;1;3
R00125;C3803;RALN;IR;0IR000;2;0
R00125;C3803;RALN;OE;0OEESP;2;1
R00125;C756;RALN;IR;0IR000;0;3
R00125;C756;RALN;OE;0OEESP;1;0
R00125;C756;RALN;EQ;0FZEQF;0;1
R00205;C6601;RALN;EQ;0FZEQF;0;8
R00205;C6601;RALN;OE;0OEESP;3;1
R00205;C6601;RALN;IR;0IR000;2;7
R00152;C658;RALN;EQ;0FZEQF;17;25
R00152;C658;RALN;DI;0D0164;1;2
R00152;C658;RALN;IR;0IR000;41;42
R00152;C658;RALN;PC;000061;4;2
R00152;C658;RALN;FP;0D0102;0;1
R00152;C658;RALN;OP;0OP000;28;49
R00152;C658;RALN;OE;0OEESP;30;84
R00152;C658;RALN;DI;0D0165;1;0
R00090;V9717;RALN;EQ;0FZEQF;10;13
R00090;V9717;RALN;OP;0OP000;1;2
R00090;V9717;RALN;DI;0D0104;1;0
R00090;V9717;RALN;DI;0D0164;0;2
R00090;V9717;RALN;IR;0IR000;18;56
R00090;V9717;RALN;OE;0OEESP;9;18
R00107;CS9903;RALN;EQ;0FZEQF;1;2
R00107;CS9903;RALN;DI;0D0165;1;0
R00107;CS9903;RALN;IR;0IR000;0;2
R00152;C1327;RALN;FP;0D0102;0;1
R00152;C1327;RALN;EQ;0FZEQF;0;2
R00152;C1327;RALN;IR;0IR000;5;11
R00152;C1327;RALN;OE;0OEESP;7;16
R00152;C1327;RALN;OP;0OP000;1;3
R00134;C7542;RALN;OE;0OEESP;2;1
R00134;C7542;RALN;OP;0OP000;3;0
R00134;C7542;RALN;IR;0IR000;3;5
R00134;C7542;RALN;EQ;0FZEQF;1;1
R00205;C3730;RALN;IR;0IR000;1;0
R00205;C3730;RALN;OE;0OEESP;1;0
R00205;C3730;RALN;EQ;0FZEQF;1;0
R00072;C3026;RALN;OE;0OEESP;4;2
R00072;C3026;RALN;EQ;0FZEQF;1;0
R00072;C3026;RALN;IR;0IR000;1;2
R00134;C3540;RALN;OP;0OP000;4;1
R00134;C3540;RALN;IR;0IR000;5;10
R00134;C3540;RALN;OE;0OEESP;4;0
R00134;C3540;RALN;EQ;0FZEQF;2;3
R00143;C4806;RALN;IR;0IR000;1;2
R00143;C4806;RALN;EQ;0FZEQF;0;1
R00090;C8165;RALN;EQ;0FZEQF;2;0
R00090;C8165;RALN;IR;0IR000;0;1
R00090;C8165;RALN;OE;0OEESP;2;1
R00205;C3144;RALN;EQ;0FZEQF;2;2
R00205;C3144;RALN;OE;0OEESP;2;3
R00205;C3144;RALN;IR;0IR000;2;8
R00205;C2878;RALN;IR;0IR000;2;1
R00205;C2878;RALN;OE;0OEESP;2;1
R00205;C2878;RALN;EQ;0FZEQF;0;1
R00205;C2878;RALN;OP;0OP000;0;1
R00143;C577;RALN;OE;0OEESP;8;13
R00143;C577;RALN;FP;0D0102;0;1
R00143;C577;RALN;DI;0D0164;4;1
R00143;C577;RALN;DI;0D0165;1;0
R00143;C577;RALN;IR;0IR000;33;31
R00143;C577;RALN;DF;0D0098;0;1
R00143;C577;RALN;OP;0OP000;2;2
R00143;C577;RALN;EQ;0FZEQF;14;11
