ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERNO_UOMINI;COMANDATI_DISTACCATI_ESTERNO_DONNE;FUORI_RUOLO_ESTERNO_UOMINI;FUORI_RUOLO_ESTERNO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERNO_UOMINI;CONVENZIONI_ESTERNO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
UC10310;RALN;EQ;0FZEQF;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0
C3635;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4367;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1875;RALN;EQ;0FZEQF;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C5957;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3463;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0
C1910;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6284;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC12426;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3459;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C860;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2176;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C4134;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4836;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C240;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4963;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4334;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C3422;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C352;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1549;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C231;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C11978;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7174;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C6635;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C342;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2698;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5958;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1458;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
C5996;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3471;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1652;RALN;EQ;0FZEQF;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C3553;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5821;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C1144;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2016;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
UC10492;RALN;EQ;0FZEQF;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1
PA12204;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4155;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2881;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5033;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5353;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7438;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9104;RALN;EQ;0FZEQF;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0
C4746;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C2627;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4187;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1597;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C1318;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5893;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
UC12764;RALN;EQ;0FZEQF;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0
UC11802;RALN;EQ;0FZEQF;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;0
C418;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
C1770;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C451;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4493;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4525;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C12746;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10778;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5776;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C1403;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C4698;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
C3454;RALN;EQ;0FZEQF;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6178;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C12903;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C4685;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5125;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C4634;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5722;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C686;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3839;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3042;RALN;EQ;0FZEQF;2;7;0;0;0;1;0;0;0;0;2;0;0;0;7;4
C2942;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3145;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CS10307;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UC10030;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
CS14193;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C3047;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6237;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
UC10409;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12589;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C6704;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5559;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
IP10120;RALN;EQ;0FZEQF;0;0;0;0;6;12;0;0;0;0;0;0;0;0;0;0
C1504;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
C2326;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C678;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
C3528;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C4735;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0
P9060;RALN;EQ;0FZEQF;0;1;0;0;0;2;0;0;0;0;0;1;0;0;2;0
C4440;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
ER12738;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C3020;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2845;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C232;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5938;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4556;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6790;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C6105;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C1793;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0
C6345;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0
C3201;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2858;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C4864;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7453;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0
C4416;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
C7132;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6346;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4255;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4405;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C284;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC14131;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
C4234;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CS9936;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3097;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6386;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6222;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1023;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
P9118;RALN;EQ;0FZEQF;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0
C3573;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
C6895;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4371;RALN;EQ;0FZEQF;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
PA145;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
C2414;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
C3353;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C659;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2589;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3611;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7677;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6181;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C786;RALN;EQ;0FZEQF;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C2282;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2868;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C6094;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2448;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1676;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C3656;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
IP10625;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;1;2;0;0;1;1
C7593;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C3931;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C992;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2420;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5289;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10406;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
N8738;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
P9105;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
C7993;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4335;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5068;RALN;EQ;0FZEQF;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
UC12425;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1700;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C995;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ER12889;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4512;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
P9054;RALN;EQ;0FZEQF;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11813;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6677;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2822;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C8208;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC10184;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C923;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
C7613;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C471;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10954;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C4045;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C4004;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6233;RALN;EQ;0FZEQF;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
C3811;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C3855;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2878;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C2112;RALN;EQ;0FZEQF;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1
C5490;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3458;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3231;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2277;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CS10805;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2278;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4338;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10643;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;2;0;3;2;0;0;0;0
C12510;RALN;EQ;0FZEQF;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C12917;RALN;EQ;0FZEQF;1;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0
C7532;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4129;RALN;EQ;0FZEQF;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C14040;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C2179;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12419;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C3810;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7084;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1053;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C8240;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C2076;RALN;EQ;0FZEQF;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
C1298;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5039;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C7826;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0
C2620;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8070;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6096;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1371;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7566;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C7527;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7751;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
C2242;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;2;2;1;0;0;0;0
C1388;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5561;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4079;RALN;EQ;0FZEQF;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C2209;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4495;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4973;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C500;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4570;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C1192;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C8246;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C738;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4842;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C397;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C477;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7206;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4245;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5625;RALN;EQ;0FZEQF;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C227;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2625;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
C2305;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0
C1855;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5315;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12919;RALN;EQ;0FZEQF;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0
C4399;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6151;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0
C2438;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C633;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C1602;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0
C2274;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5715;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1931;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7428;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C2437;RALN;EQ;0FZEQF;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6221;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
CS9947;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12880;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6680;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC10798;RALN;EQ;0FZEQF;0;0;0;0;1;1;0;0;0;0;3;2;0;0;0;0
C5633;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
P9064;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
C5096;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
R9191;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7316;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C2020;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1
C535;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5093;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C8042;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C8232;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
UC10953;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10353;RALN;EQ;0FZEQF;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0
C4275;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2941;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0
C7904;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
N8912;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C8051;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C414;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5571;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
C1576;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6246;RALN;EQ;0FZEQF;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C3524;RALN;EQ;0FZEQF;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4606;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C1707;RALN;EQ;0FZEQF;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C6875;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C12932;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C813;RALN;EQ;0FZEQF;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6767;RALN;EQ;0FZEQF;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
